EJERCICIO,NRO_ADJUDIC,NRO_COTI,DELEG_SOLIC,NRO_SOLIC,COD_PROV,FECH_ADJUD,TIPO_DOC_APROB,NRO_DOC_APROB,ANIO_DOC_APROB,ESTADO,FECH_ANUL,MOTIVO_ANUL,FECH_ENTREGA,OBSERVACIONES,COND_PAGO,DESC_COND_PAGO,NRO_LLAMADO,CERRADA
2026,61,61,1,74,441,2026-01-06 00:00:00,SUM,140,2026,O,,,,Corresponde Concurso de precios N° 20-2025 Expte N° 3523/2025,000115,,1,N
2026,511,514,1,246,3556,2026-02-02 00:00:00,PRESU,0,2026,O,,,,GRANJA AVICOLA LAS MARIAS EDUARDO CARACCIOLI ENTREGAS HOSPITAL Y HOGAR DE ANCIANOS,000000,,1,N
2026,79,79,1,84,167,2026-01-08 00:00:00,SUM,121,2026,O,,,,TODO POLLO- PRESUPUESTO N° 67 (COCINA) DESDE EL 28/11/25 AL 5/12/25,000115,,1,N
2026,80,80,1,85,717,2026-01-08 00:00:00,SUM,119,2026,O,,,,PROVEEDURIA LA ILUSION. MARINA IRENE PINILLA. PRESUPUESTO 021418. COCINA HOSPITAL.,000115,,1,N
2026,82,82,1,86,160,2026-01-08 00:00:00,SUM,122,2026,O,,,,"AGROVETERINARIA MARZULLO. PRESUPUESTOS Nº 0001-00001161,0001-00001156.",000115,,1,N
2026,83,83,1,87,167,2026-01-08 00:00:00,SUM,124,2026,O,,,,TODO POLLO- PRESUPUESTO N° 58 (HOGAR DE ANCIANOS) DESDE 5/12/25 AL 31/12/25,000115,,1,N
2026,85,85,1,91,2627,2026-01-08 00:00:00,SUM,138,2025,O,,,,SANTA PAULA- PRESUPUESTO N° 0001-00002153 (COCINA) DESDE 6/12/2025 AL 13/12/2025,000115,,1,N
2026,87,86,1,92,2627,2026-01-08 00:00:00,SUM,139,2026,O,,,,SANTA PAULA- PRESUPUESTO N° 0001-00002155 ( HOGAR DE ANCIANOS) DESDE 9/12/25 AL 16/12/26,000115,,1,N
2026,88,88,1,78,441,2026-01-08 00:00:00,SUM,171,2026,O,,,,"Alpa - Matienza, Paola - Materiales oficina - Presupuesto 3847",000115,,1,N
2026,90,90,1,79,167,2026-01-08 00:00:00,SUM,95,2026,O,,,,TODO POLLO- PRESUPUESTO N° 56 ( HOGAR DE ANCIANOS) DESDE EL 28/11/25 AL 5/12/25,000115,,1,N
2026,128,128,1,130,3405,2026-01-12 00:00:00,SUM,109,2026,O,,,,"PROV.CLEANOSOL PRESUP.05/01/2026 ASFALTO EN FRIO PARA ARREGLOS Y VBACHEOS DE TUYU Y ARIAS, PERU Y CHILE, PERU Y CUBA, CALLE 25 Y 8 , CALLE 8 Y 33, BS.AS Y CALLE 7",000115,,1,N
2026,131,131,1,131,1213,2026-01-12 00:00:00,SUM,209,2026,O,,,,DE LAS MISIONES      PRESUPUESTO N° 2671    PROVEEDOR N° 1213,000115,,1,N
2026,315,316,1,361,413,2026-01-19 00:00:00,SUM,348,2026,O,,,,PRESUPUESTO 4001 PASOS AGUSTIN CUBIERTAS VEHICULO DOMINIO AF545GL,000115,,1,N
2026,316,317,1,362,85,2026-01-19 00:00:00,SUM,354,2026,O,,,,PRESUPUESTO 43556 SORBA  TERMOTANQUE PARA SECTOR INTERNACION - CELUALR PARA OFICINA 107,000115,,1,N
2026,317,318,1,363,2209,2026-01-19 00:00:00,SUM,324,2026,O,,,,DURANTE JAVIER- PRESUPUESTO N° 0001-00000824/829 (HOGAR DE ANCIANOS) DESDE EL 30/12/25 AL 30/01/26,000115,,1,N
2026,318,319,1,364,1078,2026-01-19 00:00:00,SUM,333,2026,O,,,,OPAZO DANIEL- PRESUPUESTO N° 13/01/26 (ADMISION),000115,,1,N
2026,320,321,1,383,57,2026-01-19 00:00:00,SUM,377,2026,O,,,,"PRESUPUESTO  549, BONOMI IRMA CRISTINA",000115,,1,N
2026,324,323,1,384,57,2026-01-19 00:00:00,SUM,375,2026,O,,,,"PRESUPUESTO 550, BONOMI IRMA CRISTINA",000115,,1,N
2026,326,327,1,387,1259,2026-01-19 00:00:00,SUM,289,2026,O,,,,"Electro Dannunzio, presupuesto 29837-29877-29696 (COM)",000115,,1,N
2026,329,330,1,385,441,2026-01-19 00:00:00,SUM,373,2026,O,,,,"PRESUPUESTO 3843, MATIENZO PAOLA",000115,,1,N
2026,331,332,1,386,441,2026-01-19 00:00:00,SUM,372,2026,O,,,,"PRESUPUESTO 3841, MATIENZO PAOLA",000115,,1,N
2026,347,348,1,346,3454,2026-01-20 00:00:00,SUM,334,2026,O,,,,"Expte N° 118/2026 Contrato: Muscia Caldarella, Gian Franco - Operador Social Servicio Local. No cumple con el Art. 45 de la Ley 14.656",000115,,1,N
2026,348,349,1,347,3033,2026-01-20 00:00:00,SUM,335,2026,O,,,,"Expte N° 118/2026 Contrato: Olaizola, Rocío - Operadora Social Abordaje a la violencia familiar y Género. No cumple con el Art. 45 de la Ley 14.656",000115,,1,N
2026,349,350,1,348,3228,2026-01-20 00:00:00,SUM,336,2026,O,,,,"Expte N° 118/2026 Contrato: Pelinski, Eva Lorena - Psicóloga Servicio Local. No cumple con el Art. 45 de la Ley 14.656",000115,,1,N
2026,350,351,1,349,2812,2026-01-20 00:00:00,SUM,337,2026,O,,,,"Expte N° 118/2026 Contrto: Peréz, Oscar Santiago - Operador Grupal Envión, Operador de Calle Servicio Local. No cumple con el Art. 45 de la Ley 14.656",000115,,1,N
2026,351,352,1,350,1112,2026-01-20 00:00:00,SUM,338,2026,A,2026-01-30 00:00:00,ERROR,,"Expte 118/2026 contrato: Ruau, María carolina - Abogada Abordaje a la violencia familiar y Género. No cumple con el Art. 45 de la Ley 14.656",000115,,1,N
2026,352,353,1,351,3338,2026-01-20 00:00:00,SUM,339,2026,O,,,,"Expte N° 118/2026 Contrato: Saquetti, Pablo Cristián - Operador Grupal  Abordaje a la violencia masculino. No cumple con el Art. 45 de la Ley 14.656",000115,,1,N
2026,353,354,1,352,3027,2026-01-20 00:00:00,SUM,341,2026,O,,,,"Expte N° 118/2026 Contrato: Suarez, Micaela Brunella - Operadora Territorial Abordaje a la violencia familiar y Género . No cumple con el Art. 45 de la Ley 14.656",000115,,1,N
2026,354,355,1,389,33,2026-01-20 00:00:00,SUM,317,2026,O,,,,"RENOVACION AP DE JARDIN MATERNAL POLIZA 2108792, PCIA SEGUROS",000115,,1,N
2026,355,356,1,391,33,2026-01-20 00:00:00,SUM,287,2026,O,,,,"RENOVACION POLIZA, PCIA SEGUROS(33), POLIZAS 3374697/3374629",000115,,1,N
2026,356,357,1,353,3440,2026-01-20 00:00:00,SUM,342,2026,O,,,,Expte N° 118/2026 Contrato: Tolosa Carolina Paola - Trabajadora Social Abordaje a la violencia familiar y Género. No cumple con el Art. 45 de la Ley 14656,000115,,1,N
2026,357,358,1,354,2473,2026-01-20 00:00:00,SUM,343,2026,O,,,,"Expte N° 118/2026 Contrato: Verón Saavedra, Marianela Victoria - Psicóloga Abordaje a la violencia familiar y Género. No cumple con el Art. 45 de la Ley 14.656",000115,,1,N
2026,521,524,1,569,87,2026-02-02 00:00:00,PRESU,0,2026,O,,,,DROGUERIA DANA- PRESUPUESTO N° 28/01/26,000000,,1,N
2026,522,525,1,566,441,2026-02-02 00:00:00,PRESU,420,2026,O,,,,PRESUPUESTO N° 3845 - ALPA MADARIAGA  - SELLO SECRETARIO DE DEPORTES,000000,,1,N
2026,523,526,1,563,2843,2026-02-02 00:00:00,PRESU,6926952,2026,O,,,,"PRESUPUESTO N° X 6926952 de Rost, Tamara de ""FRUTERIA NEGRIN"" Plan Alimento  2026",000000,,1,N
2026,542,545,1,576,3322,2026-02-03 00:00:00,SUM,464,2026,O,,,,PINAMAR HIGIENE INSTITUCIONAL- PRESUPUESTO N° 0016-00002316/2317/2318/2319/2320 (LAVADERO-COCINA- OFICCE MUCAMAS),000115,,1,N
2026,117,117,1,114,2595,2026-01-09 00:00:00,SUM,153,2026,O,,,,"PROV.IVAN PERICO PRESUP.7915 REPUESTOS PARA VW LED013, COLECTIVO JZH266",000115,,1,N
2026,118,118,1,115,212,2026-01-09 00:00:00,SUM,148,2026,O,,,,PROV.JOSE ANGEL FERNADEZ PRESUP.0071 REPARACION DE RADIADOR PARA FORD 14000 ASZ490,000115,,1,N
2026,120,120,1,116,1879,2026-01-09 00:00:00,SUM,144,2026,O,,,,"PROV.DANIEL ZUBIARRAIN PRESUP.3035,3031 REPUSTOS PARA FLS723,INI856,KYV355",000115,,1,N
2026,121,121,1,117,17,2026-01-09 00:00:00,SUM,143,2026,O,,,,"PROV. LUIS LOMBARDIA PRESUP.0146 REPUSTOS PARA MOTOGUADAÑA, MOTOSIERRAS",000115,,1,N
2026,122,122,1,118,17,2026-01-09 00:00:00,SUM,142,2026,O,,,,PROV. LUIS LOMBARDIA PRESUP.0053 INSUMOS Y REPUESTOS PARA MAQUINAS CORTA PASTO,000115,,1,N
2026,123,123,1,119,436,2026-01-09 00:00:00,SUM,1,2026,O,,,,"PROV.BAIGORIA LORENZO PRESUP.02/01/2025 REPARACION DE  CAMARAS Y CUBIETRAS PARA  SVN719,SOG742, ASZ490,UWV265,BMV14, LED 013,AF947IJ CII58 VOLVO G710, PJY978 , J",000115,,1,N
2026,124,124,1,120,2558,2026-01-09 00:00:00,SUM,160,2026,O,,,,PROV.IGUI PRESUP.4495 PARA FUENTE DEL BICENTENARIO,000115,,1,N
2026,125,125,1,121,1626,2026-01-09 00:00:00,SUM,159,2026,O,,,,PROV.VOLTIOS PRESUP.06012026 REFLECTORES PARA PARCHE ANCHORENA Y PASEO DEL BICENTENARIO,000115,,1,N
2026,126,126,1,122,3122,2026-01-09 00:00:00,SUM,158,2026,O,,,,PROV. BERTRAND BELLEMUR PRESUP.07/01/2025 REPUESTOS PARA VW LED013,000115,,1,N
2026,136,136,1,143,413,2026-01-13 00:00:00,SUM,226,2026,O,,,,NEUMATICOS PASO. de AGUSTIN PASO. PRESUPUESTO Nº 0001-00003975.DOMINIO AF 548 KJ.,000115,,1,N
2026,139,139,1,144,441,2026-01-13 00:00:00,SUM,229,2026,O,,,,ALPA PAPELERA. PAOLA AMELIA MATIENZO. PRESUPUESTO Nº 0002-00003825.COCINA HOSPITAL.,000115,,1,N
2026,143,142,1,145,2450,2026-01-13 00:00:00,SUM,228,2026,O,,,,""" LA FRUTERIA"" LABATUT MARCELO.PRESUPUESTO COCINA HOGAR DE ANCIANOS Y COCINA HOSPITAL MUNICIPAL. MES DE DICIEMBR.E",000115,,1,N
2026,145,145,1,146,717,2026-01-13 00:00:00,SUM,237,2026,O,,,,PRESUPUESTO 021411 SOTO LUIS  INSUMOS PARA HOSPITAL Y HOGAR DE ANCIANOS,000115,,1,N
2026,149,148,1,147,2595,2026-01-13 00:00:00,SUM,254,2026,O,,,, PROV. REPUESTOS IVANPER. PRES. N°7898- SEC PRODUCCION,000115,,1,N
2026,156,156,1,152,688,2026-01-13 00:00:00,SUM,200,2026,O,,,,PRESUPUESTO N° 6935 - BATERIAS LA PRIMERA / LUBRICANTE USADO PARA QUEBRACHOS EN PREDIO MUNICIPAL,000115,,1,N
2026,158,158,1,155,1259,2026-01-13 00:00:00,SUM,266,2026,O,,,,Corresponde presupuesto N° 00029673 - Suc. Dannunzio,000115,,1,N
2026,159,159,1,157,17,2026-01-13 00:00:00,SUM,253,2026,O,,,,"Motomaquinarias Luis, presupuesto 056",000115,,1,N
2026,160,160,1,148,1879,2026-01-13 00:00:00,SUM,211,2026,O,,,,PRESUPUESTO N° 3039 - RODAMIENTOS TUYU -  PIEZA DE TRACTOR DE CORTAR CESPED,000115,,1,N
2026,162,162,1,193,1266,2026-01-13 00:00:00,SUM,100,2026,O,,,,"RENOVACION DE ABONO DE ALARMAS, 1° CUATRIMESTRE,EXPTE 20/2025",000115,,1,N
2026,163,163,1,196,1266,2026-01-13 00:00:00,SUM,103,2026,O,,,," RENOVACION DE ABONO DE ALARMA, 1° CUATRIMESTRE, EXPTE 20/2025",000115,,1,N
2026,164,164,1,197,1266,2026-01-13 00:00:00,SUM,104,2025,O,,,,"RENOVACION DE ABONO DE ALARMA, 1° CUATRIMESTRE, EXPTE 20/2025",000115,,1,N
2026,328,329,1,392,3439,2026-01-19 00:00:00,SUM,371,2026,O,,,,"Expte N° 141/2026 Contrato: Lopéz, María Manuela - Acompañante terapéutico - No cumple con el Art. 45 de la Ley 14.656",000115,,1,N
2026,263,263,1,265,2843,2026-01-15 00:00:00,SUM,236,2026,O,,,,Presupuesto N°6976063-Fruteria EL NEGRIN de Rost Tamara-Para Programa ESFUERZO SOLIDARIO.,000115,,1,N
2026,378,380,1,397,3075,2026-01-21 00:00:00,SUM,415,2025,O,,,,"Correa Lorente Martín ,presupuesto N° 0001-00000066",000115,,1,N
2026,380,382,1,426,3495,2026-01-21 00:00:00,PRESU,19544,2026,O,,,,PROV. VIVERO GRANADOS PEDIDO NRO19544 PINO PARA PALACIO MUNICIPAL,000000,,1,N
2026,389,392,1,423,850,2026-01-21 00:00:00,SUM,418,2026,O,,,,EXPEDIENTE 178/26 CONTRATO ALQUILER SIGISMONDI JOSE DEL 01/01/26 AL 30/04/26,000115,,1,N
2026,390,393,1,424,850,2026-01-21 00:00:00,SUM,419,2026,O,,,,EXPEDIENTE 179/26 CONTRATO ALQUILER SIGISMONDI JOSE DEL 01/01/26 AL 30/04/26,000115,,1,N
2026,391,394,1,425,850,2026-01-21 00:00:00,SUM,421,2026,O,,,,EXPEDIENTE 180/26 CONTRATO ALQUILER SIGISMONDI JOSE DEL 01/01/26 AL 30/04/26,000010,,1,N
2026,392,395,1,422,850,2026-01-21 00:00:00,SUM,416,2026,O,,,,EXPEDIENTE 177/26 CONTRATO ALQUILER SIGISMONDI JOSE DEL 01/01/26 AL 30/04/26,000115,,1,N
2026,399,402,1,414,717,2026-01-22 00:00:00,SUM,387,2026,O,,,,PROVEEDURIA LA ILUSION.PINILLA MARINA IRENE. COCINA HOSPITAL MUNICIPAL.,000115,,1,N
2026,400,403,1,415,2209,2026-01-22 00:00:00,SUM,380,2026,O,,,,DURANTE JAVIER- PRESUPUESTO N° 0001-00000834  (COCINA) DESDE EL 6/01/26 AL 6/02/26,000115,,1,N
2026,401,404,1,416,2209,2026-01-22 00:00:00,SUM,305,2026,O,,,,DURANTE JAVIER- PRESUPUESTO N° 0001-00000820 (COCINA) DESDE EL 23/12/25 AL 22/01/2026,000115,,1,N
2026,402,405,1,417,441,2026-01-22 00:00:00,SUM,384,2026,O,,,,PAPELERA ALPA. PAOLA AMELIA MATIENZO. PRESUPUESTO Nº 0002-00003851.HEMOTERAPIA.,000115,,1,N
2026,403,406,1,418,441,2026-01-22 00:00:00,SUM,383,2026,O,,,,"PAPELERA ALPA, PAOLA AMELIA MATIENZO. PRESUPUESTO Nº 0002-3844.",000115,,1,N
2026,404,407,1,419,3356,2026-01-22 00:00:00,SUM,391,2026,O,,,,PEREZ JORGE- PRESUPUESTO N° 282193 (COCINA) DESDE EL 7/01/26 AL 14/01/26,000115,,1,N
2026,405,408,1,420,1943,2026-01-22 00:00:00,SUM,386,2026,O,,,,PRESUPUESTO 005-00007340 B GATE MANTENIMIENTO GENERADOR BGOX-12,000115,,1,N
2026,406,409,1,427,195,2026-01-22 00:00:00,PRESU,202645,2026,O,,,,"Casa Blanco, presuouesto 202645 (Centro de Monitoreo-tecnica)",000000,,1,N
2026,21,21,1,55,3246,2026-01-06 00:00:00,SUM,80,2026,O,,,,MUNDIAL 2022- PRESUPUESTO N° 0001-0000883 MEDICAMENTO DISPENSADO 2/12/2025,000115,,1,N
2026,23,22,1,54,3337,2026-01-06 00:00:00,SUM,94,2026,A,2026-01-09 00:00:00,ADMINI,,Presupuesto N° 598 Proveedor Garcia Federico,000115,,1,N
2026,166,166,1,162,68,2026-01-13 00:00:00,SUM,194,2026,O,,,,"PRESUPUESTO N° X 7390242 de Peyrano, Sergio de ""Atmósferico La Primera""",000115,,1,N
2026,168,168,1,163,1112,2026-01-13 00:00:00,SUM,199,2026,O,,,,"PRESUPUESTO de ""El centro de los Amigos"" Familias: Arce, Evelyn - Britos",000115,,1,N
2026,169,169,1,164,1879,2026-01-13 00:00:00,SUM,197,2026,O,,,,"PRESUPUESTO N° 00003036 de ""Rodamientos Tuyú"" Para camioneta F100 patente AYQ 605",000115,,1,N
2026,171,171,1,165,1213,2026-01-13 00:00:00,SUM,196,2025,O,,,,"PRESUPUESTO N° 2663 de ""de las misiones"" Para el taller de carpintería",000115,,1,N
2026,173,173,1,166,33,2026-01-13 00:00:00,SUM,268,2026,O,,,,"RENOVACION DE POLIZA, PCIA SEGUROS (33), POLIZA 3374535",000115,,1,N
2026,174,174,1,167,33,2026-01-13 00:00:00,SUM,267,2026,O,,,,"RENOVACION POLIZA, PCIA SEGUROS(33), POLIZA 10946164",000115,,1,N
2026,176,176,1,168,33,2026-01-13 00:00:00,SUM,265,2026,O,,,,"RENOVACION POLIZA, PCIA SEGUROS(33) POLIZA 10964164",000115,,1,N
2026,178,178,1,169,33,2026-01-13 00:00:00,SUM,263,2026,O,,,,"RENOVACION SEGUROS, PCIA SEGUROS(33), POLIZA 10964164",000115,,1,N
2026,180,180,1,170,33,2026-01-13 00:00:00,SUM,261,2026,O,,,,"RENOVACION POLIZA, PCIA SEGUROS(33), POLIZA 10946164",000115,,1,N
2026,181,182,1,171,33,2026-01-13 00:00:00,SUM,257,2026,O,,,,"RENOVACION POLIZA, PCIA SEGUROS(33), POLIZA 10946164",000115,,1,N
2026,189,189,1,208,3495,2026-01-13 00:00:00,SUM,235,2026,A,2026-01-21 00:00:00,ADMINI,,PROV. VIVERO GRANADOS PEDIDO NRO19544 PINO PARA PALACIO MUNICIPAL,000115,,1,N
2026,198,198,1,242,1514,2026-01-13 00:00:00,SUM,173,2026,O,,,,PROV.CASA ELICEIRY PRESUP.07/01/2026 ACEITES Y LUBRICANTES PARA TODA LA  FLOTA VEHICULAR DE ESTA SECRETARIA,000115,,1,N
2026,200,200,1,233,2209,2026-01-13 00:00:00,SUM,149,2026,O,,,,"Corresponde a Previsión de Durante, Javier de ""Distribuidora del Sudeste"" Para granja, prestaciones, sede, servicio local, envión,",000115,,1,N
2026,202,202,1,234,2843,2026-01-13 00:00:00,SUM,150,2026,O,,,,"Corresponde a Previsión de Rost, Tamara de ""Frutería y Verdulería  Negrin""",000115,,1,N
2026,204,204,1,235,2869,2026-01-13 00:00:00,SUM,151,2026,O,,,,"Corresponde a Previsión de ""Mada Poy S.A.""",000115,,1,N
2026,206,206,1,199,2930,2026-01-13 00:00:00,SUM,36,2026,O,,,,Previsión Esperón Juan Manuel,000115,,1,N
2026,208,208,1,200,918,2026-01-13 00:00:00,SUM,32,2026,O,,,,Previsión Correo Andreani,000115,,1,N
2026,210,210,1,201,2209,2026-01-13 00:00:00,SUM,141,2026,O,,,,"Durante Javier, presupuesto 0001-00000813",000115,,1,N
2026,212,212,1,202,2593,2026-01-13 00:00:00,SUM,82,2026,O,,,,Presupuesto 11247287 Proveedor Balletto Urrutia Juan,000115,,1,N
2026,267,268,1,282,3356,2026-01-16 00:00:00,SUM,281,2026,O,,,,"PEREZ, JORGE- PRESUPUESTO N° 282185 (HOGAR DE ANCIANOS) DESDE EL 9/12/25 AL 16/12/25",000115,,1,N
2026,271,272,1,284,130,2026-01-16 00:00:00,SUM,294,2026,O,,,,CORRESPONDE PRESUPUESTO N° 0001-00000149 - PEREYRA JUAN CARLOS,000115,,1,N
2026,275,276,1,286,1259,2026-01-16 00:00:00,SUM,277,2026,O,,,,"PRESUPUESTO N° 00029520 de ""Electro D annunzio"" Para llave de ventilador de la Casita de Chocolate",000115,,1,N
2026,279,280,1,288,1259,2026-01-16 00:00:00,SUM,279,2026,O,,,,"PRESUPUESTO N° 00029469 de ""Electro D annunzio"" Para cambiar lámparas de farolas, ubicadas  afuera en  sede",000115,,1,N
2026,282,283,1,289,211,2026-01-16 00:00:00,SUM,303,2026,O,,,,"Tornería Milani , orden 19299 .Motor Agua Municipalidad",000115,,1,N
2026,285,285,1,290,1879,2026-01-16 00:00:00,SUM,272,2026,O,,,,"Rodamientos Tuyu, presupuesto 3045 (AD283EL)",000115,,1,N
2026,25,25,1,53,3297,2026-01-06 00:00:00,SUM,88,2026,O,,,,PROV.FRENOS MADARIAGA PRES.091  REPUESTOS PARA FORD RANGER INI856,000115,,1,N
2026,27,27,1,52,17,2026-01-06 00:00:00,SUM,92,2026,O,,,,PROV.LUIS LOMBARDIA PRESUP.0052  INSUMOS PARA MAQUINAS CEMENTERIO MUNICIPAL,000115,,1,N
2026,41,41,1,51,33,2026-01-06 00:00:00,SUM,83,2026,O,,,,"RENOVACION POLIZA DE RADIO TRANSMISOR, POLIZA 3068314",000115,,1,N
2026,47,46,1,30,1879,2026-01-06 00:00:00,SUM,106,2026,O,,,,Corresponde presupuesto N° 00003038 - ZUBIARRAIN DANIEL - FOR FOCUS ILZ 693,000115,,1,N
2026,49,49,1,26,441,2026-01-06 00:00:00,SUM,53,2026,O,,,,Presupuesto N° 00003833-Papelera ALPA de Matienzo Paola Amelia,000115,,1,N
2026,55,54,1,24,3316,2026-01-06 00:00:00,SUM,57,2026,O,,,,Previsión SAN MARCOS E.S.A.,000115,,1,N
2026,29,29,1,22,2365,2026-01-06 00:00:00,SUM,42,2026,O,,,,PREVISION FARIAS GONZALEZ CARLOS JOAQUIN,000115,,1,N
2026,30,30,1,39,2627,2026-01-06 00:00:00,SUM,67,2026,O,,,,SANTA PAULA- PRESUPUESTO N° 0001-00002156 (COCINA) DESDE 12/12/25 AL 19/12/25,000115,,1,N
2026,32,32,1,38,2627,2026-01-06 00:00:00,SUM,68,2026,O,,,,SANTA PAULA- PRESUPUESTO N° 0001-00002159 (COCINA) DESDE 20/12/25 AL 27/12/25,000115,,1,N
