EJERCICIO,UNI_COMPRA,NRO_OC,NRO_ADJUD,FECH_OC,LUG_EMI,COD_PROV,COD_LUG_ENT,FECH_ENTREGA,ESTADO_OC,TIPO_DOC_APROB,NRO_DOC_APROB,ANIO_DOC_APROB,CONFIRMADO,FECH_CONFIRM,CANT_IMPRES,FECH_ANUL,MOTIVO_ANUL,OBSERVACIONES,IMPORTE_TOT,COND_PAGO,DESC_COND_PAGO,OC_DIFERIDO
2026,1,622,622,2026-02-12 00:00:00,GMADA,2991,5,,R,SUM,679,2026,S,2026-02-12 00:00:00,1,,,SIP EVENTOS CARNAVAL 2026  PRESUPUESTO N° 3097    EX´PTE 224/26,1400000.0,000115,,N
2026,1,624,624,2026-02-12 00:00:00,GMADA,1477,35,,R,SUM,701,2026,S,2026-02-12 00:00:00,2,,,Exp.:699/25 Sol. Reparaciones p/ Oficina de Medio Ambiente - Prov.:Solari Federico - Presup.:Contrato,3500000.0,000115,,N
2026,1,640,640,2026-02-13 00:00:00,GMADA,3177,5,,A,SUM,643,2026,S,2026-02-13 00:00:00,1,2026-02-26 00:00:00,NO,GUSTAVO ADOLFO FARIAS,1800000.0,000010,,N
2026,1,639,639,2026-02-13 00:00:00,GMADA,2674,9,,R,SUM,719,2026,S,2026-02-13 00:00:00,1,,,Expte 129/26 Edición de Rally pagos del Tuyo 2026.Sodor Pablo,504900.0,000029,,N
2026,1,644,644,2026-02-13 00:00:00,GMADA,1977,6,,R,PRESU,7390,2026,S,2026-02-13 00:00:00,5,,,"PRESUPUESTO 0001-00007390, ZMG ARGENTINA",815489.79,000000,,N
2026,1,653,653,2026-02-13 00:00:00,GMADA,167,2,,R,PRESU,77,2026,S,2026-02-13 00:00:00,1,,,"""TODO POLLO"" GONZALO A BUSTAMANTE. PRESUPUESTO Nº 77.COCINA HOSPITAL. SEMANA DEL 2 DE FEBRERO AL 8 DE FEBRERO.",491550.0,000000,,N
2026,1,775,775,2026-02-24 00:00:00,GMADA,1962,1,,R,SUM,806,2026,S,2026-02-24 00:00:00,1,,,Escobar Juan Carlos,140000.0,000115,,N
2026,1,776,776,2026-02-24 00:00:00,GMADA,1514,3,,R,SUM,774,2026,S,2026-02-24 00:00:00,3,,,PROV. CASA ELICEIRY PRESUP.23/02/2026 ACEITES Y LUBRICANTES PARA FLOTA VEHICULAR DE ESTA SECRETARIA,2343000.0,000115,,N
2026,1,777,777,2026-02-24 00:00:00,GMADA,2525,1,,R,SUM,811,2026,S,2026-02-24 00:00:00,3,,,Asociacion de Bomberos Voluntarios.Expte129-2026,10500000.0,000115,,N
2026,1,784,784,2026-02-25 00:00:00,GMADA,2869,CASA,,R,SUM,781,2026,S,2026-02-25 00:00:00,1,,,"PRESUPUESTO N° X 0001-00000980 de ""MADA POY S.A."" Taller de cocina",17990.0,000115,,N
2026,1,785,785,2026-02-25 00:00:00,GMADA,68,4,,R,SUM,743,2026,S,2026-02-25 00:00:00,2,,,"PRESUPUESTO N° X 7390245  de Peyrano, Sergio de ""ATMÓSFERICO LA PRIMERA""",990000.0,000115,,N
2026,1,786,786,2026-02-25 00:00:00,GMADA,2869,2,,R,SUM,791,2026,S,2026-02-25 00:00:00,1,,,MADA POY - PRESUPUESTO N° 1-966 SEMANA DEL 23/01/26 AL 30/01/2026,1310844.0,000115,,N
2026,1,787,787,2026-02-25 00:00:00,GMADA,2869,2,,R,SUM,792,2026,S,2026-02-25 00:00:00,1,,,MADA POY - PRESUPUESTO N° 1-978 SEMANA DEL 02/02/26 AL 09/02/26,1035799.0,000115,,N
2026,1,788,788,2026-02-25 00:00:00,GMADA,2869,H.ANC,,R,SUM,790,2026,S,2026-02-25 00:00:00,2,,,MADA POY - PRESUPUESTO 1-965 SEMANA DEL 16/01/26 AL 22/01/26,1780668.0,000115,,N
2026,1,833,833,2026-02-27 00:00:00,GMADA,2708,2,,R,SUM,817,2026,S,2026-02-27 00:00:00,2,,,PRESUPUESTO 74562 INSTITUTO RADIOLOGICO S.R.L PACIENTE BIGORITO  MILAGROS CATALINA,76472.0,000115,,N
2026,1,834,834,2026-02-27 00:00:00,GMADA,441,13,,R,SUM,807,2026,S,2026-02-27 00:00:00,1,,,ALPA- PRESUPUESTO N° 0002-00003869,8000.0,000115,,N
2026,1,835,835,2026-02-27 00:00:00,GMADA,3220,25,,R,SUM,827,2026,S,2026-02-27 00:00:00,1,,,"Ricciuto, presupuesto 023 (AE331 IY)",600000.0,000115,,N
2026,1,837,837,2026-02-27 00:00:00,GMADA,441,25,,R,SUM,821,2026,S,2026-02-27 00:00:00,1,,,"Papelera Alpa, presupuesto 3874 (inspeccion)",45749.7,000115,,N
2026,1,838,838,2026-02-27 00:00:00,GMADA,3220,25,,R,SUM,822,2026,S,2026-02-27 00:00:00,1,,,"Ricciuto, presupuesto 0022 (AB038FH)",600000.0,000115,,N
2026,1,839,839,2026-02-27 00:00:00,GMADA,2330,8,,R,SUM,820,2026,S,2026-02-27 00:00:00,2,,,PROV.COMBUSTIBLE DEL SALADO- SEC PRODUCCION- PREVISION,38160.0,000115,,N
2026,1,379,380,2026-01-21 00:00:00,GMADA,3495,17,,R,PRESU,19544,2026,S,2026-01-21 00:00:00,1,,,PROV. VIVERO GRANADOS PEDIDO NRO19544 PINO PARA PALACIO MUNICIPAL,425000.0,000000,,N
2026,1,303,303,2026-01-19 00:00:00,GMADA,2330,8,,R,SUM,328,2026,S,2026-01-19 00:00:00,2,,,PROV. COMBUSTIBLE DEL SALADO- SEC PRODUCCION- PREVISION,100394.37,000115,,N
2026,1,304,304,2026-01-19 00:00:00,GMADA,2627,2,,R,SUM,314,2026,S,2026-01-19 00:00:00,1,,,SANTA PAULA- PRESUPUESTO N° 0001-00002166 (COCINA) DESDE EL 13/01/26 AL 20/01/26,33000.0,000115,,N
2026,1,306,306,2026-01-19 00:00:00,GMADA,1259,13,,R,SUM,315,2026,S,2026-01-19 00:00:00,1,,,ELECTRO DANNUNZIO. SUC DE DANNUNZIO JORGE N. PRESUPUESTO Nº 00029883.BROMATOLOGIA.,30152.16,000115,,N
2026,1,308,308,2026-01-19 00:00:00,GMADA,2209,2,,R,SUM,313,2026,S,2026-01-19 00:00:00,1,,,DURANTE JAVIER- PRESUPUESTO N° 0001-00000835 (HOGAR DE ANCIANOS) DESDE EL 29/11/25 AL 29/12/25,2060593.67,000115,,N
2026,1,310,310,2026-01-19 00:00:00,GMADA,2209,2,,R,SUM,318,2026,S,2026-01-19 00:00:00,1,,,DURANTE JAVIER- PRESUPUESTO N° 0001-00000836 (COCINA) DESDE EL 2/12/25 AL 02/01/26,1258064.12,000115,,N
2026,1,328,328,2026-01-19 00:00:00,GMADA,3439,JARDM,,R,SUM,371,2026,S,2026-01-19 00:00:00,2,,,"Expte N° 141/2026 Contrato: Lopéz, María Manuela - Acompañante terapéutico - No cumple con el Art. 45 de la Ley 14.656",2042870.4,000115,,N
2026,1,409,409,2026-01-23 00:00:00,GMADA,1514,3,,R,PRESU,0,2026,S,2026-01-23 00:00:00,3,,,PROV. CASA ELICEIRY GAS OIL PARA  MAQUIANAS DE PREDIO DISPOSICION FINAL DE RESIDUSO RUTA 11 KM 405.5,4700898.0,000000,,N
2026,1,406,406,2026-01-22 00:00:00,GMADA,195,25,,R,PRESU,202645,2026,S,2026-01-22 00:00:00,4,,,"Casa Blanco, presuouesto 202645 (Centro de Monitoreo-tecnica)",307168.55,000000,,N
2026,1,407,407,2026-01-22 00:00:00,GMADA,297,DEFCI,,R,PRESU,29045,2026,S,2026-01-22 00:00:00,2,,,PROV. RAFAEL BOBINO Y CIA PRESUP.29045  HERBICIDA PARA ESAPACIOS PUBLICOS,645980.0,000000,,N
2026,1,408,408,2026-01-22 00:00:00,GMADA,2222,8,,R,PRESU,0,2026,S,2026-01-22 00:00:00,1,,,PROV. ESPONDABURU PEDRO HORACIO- SEC PRODUCCION,1875000.0,000000,,N
2026,1,576,576,2026-02-05 00:00:00,GMADA,2988,9,,R,SUM,574,2026,S,2026-02-05 00:00:00,1,,,PRESUPUESTO COTTINI CARLOS MARTIN - 5 MILLAS NOCTURNAS,850000.0,000115,,N
2026,1,840,840,2026-02-27 00:00:00,GMADA,360,CONTR,,R,SUM,825,2026,S,2026-02-27 00:00:00,1,,,"PRESUPUESTO 046, LOMBERA CARLOS",25000.0,000115,,N
2026,1,854,854,2026-03-04 00:00:00,GMADA,2843,4,,R,PRESU,6926954,2026,S,2026-03-04 00:00:00,2,,,"PRESUPUESTO N º X 6926954 de Rost, Tamara de ""FRUTERIA NEGRIN"" Plan Alimentario 2026",2187500.0,000000,,N
2026,1,841,841,2026-02-27 00:00:00,GMADA,2209,6,,R,SUM,824,2026,S,2026-02-27 00:00:00,1,,,"Durante Javier ,presupuesto 0001-00000853",120004.4,000115,,N
2026,1,850,850,2026-03-03 00:00:00,GMADA,3482,8,,R,PRESU,0,2026,S,2026-03-03 00:00:00,1,,, PROV. MARC ALICIA BEATRIZ - PRESUP. 03/03/2026- SEC PRODUCCION-,400000.0,000000,,N
2026,1,855,855,2026-03-04 00:00:00,GMADA,313,3,,R,PRESU,0,2026,S,2026-03-04 00:00:00,1,,,PROV. ATREUCO PUEL COMBUSTIBLE PARA MAQUINAS Y VEHICULOS DE ESTA SECRETARIA,8000000.0,000000,,N
2026,1,856,856,2026-03-04 00:00:00,GMADA,3296,CASA,,R,PRESU,3595,2026,S,2026-03-04 00:00:00,3,,,"PRESUPUESTO N° 0003-00003595 de ""PINTURERIA CONCEPTO S. CAP I"" Para pintar frente de la Casa del Adolescente",68767.02,000000,,N
2026,1,857,857,2026-03-04 00:00:00,GMADA,71,TURIS,,R,PRESU,15272,2026,S,2026-03-04 00:00:00,1,,,Campo y ciudad. presupuesto 15272.,7000.0,000000,,N
2026,1,858,858,2026-03-04 00:00:00,GMADA,441,1,,R,PRESU,3884,2026,S,2026-03-04 00:00:00,1,,,Presupuesto N° 0002-00003884   Proveedor Matienzo Paola,1575.0,000000,,N
2026,1,859,859,2026-03-04 00:00:00,GMADA,1259,6,,R,PRESU,30288,2026,S,2026-03-04 00:00:00,1,,,"PRESUPUESTO 30288, SUC DANNUNZIO JORGE",73222.35,000000,,N
2026,1,860,860,2026-03-04 00:00:00,GMADA,2958,2,,R,PRESU,30048,2026,S,2026-03-04 00:00:00,2,,,PRESUPUESTO AVICOLA DEL TUYU ANDERS VICTOR REMITOS 30048 - 30063 - 31125 - 31134,310500.0,000000,,N
2026,1,861,861,2026-03-04 00:00:00,GMADA,90,4,,R,PRESU,40,2026,S,2026-03-04 00:00:00,2,,,"PRESUPUESTO N° X 00000040 de Lo coco, Marcelo Alejandro de ""TODO COLOR""",8042585.0,000000,,N
2026,1,862,862,2026-03-04 00:00:00,GMADA,688,6,,R,PRESU,7025,2026,S,2026-03-04 00:00:00,2,,,"PRESUPUESTO 7025/7010/7007, RAMOS-ISIDRO",1109000.0,000000,,N
2026,1,863,863,2026-03-04 00:00:00,GMADA,130,TURIS,,R,PRESU,133,2026,S,2026-03-04 00:00:00,1,,,Mecanica Integral PEREYRA - presupuesto 133 invernada,45000.0,000000,,N
2026,1,864,864,2026-03-04 00:00:00,GMADA,2302,INFOR,,R,PRESU,11376,2026,S,2026-03-04 00:00:00,2,,,"PRESUPUESTO 11376, DGM DE MARTIN SRL",119796.0,000000,,N
2026,1,865,865,2026-03-04 00:00:00,GMADA,3072,1,,R,PRESU,0,2026,S,2026-03-04 00:00:00,1,,,Copia de 2026/40 Correo Oficial de la República Argentina,8070000.0,000000,,N
2026,1,867,867,2026-03-04 00:00:00,GMADA,2330,1,,R,PRESU,0,2026,S,2026-03-04 00:00:00,3,,,"PREVISION PARA DISTINTAS AREAS,COMBUSTIBLE DEL SALADO",177335.41,000000,,N
2026,1,870,870,2026-03-05 00:00:00,GMADA,313,9,,R,PRESU,0,2026,S,2026-03-05 00:00:00,1,,,PREVISION SIN N°  - ATREUCO PUEL S.A -  ABASTECIMIENTO ANUAL DE COMBIS SECRETARIA DE DEPORTES,2000000.0,000000,,N
2026,1,871,871,2026-03-05 00:00:00,GMADA,2770,ASLEG,,R,PRESU,0,2026,S,2026-03-06 00:00:00,1,,,"PRESUPUESTO 000, MARTIN FERNANDO HIJO",7600.0,000000,,N
2026,1,872,872,2026-03-05 00:00:00,GMADA,3337,6,,R,PRESU,595,2026,S,2026-03-05 00:00:00,1,,,"PRESUPUESTO 595, GARCIA FEDERICO",959710.0,000000,,N
2026,1,883,883,2026-03-06 00:00:00,GMADA,3563,5,,R,PRESU,0,2026,S,2026-03-06 00:00:00,1,,,SONIDO CD  CLAUDIO OSCAR DIAZ  FINAL FOLKLORE EN LOS BARRIOS  EXPTE 224/26,500000.0,000000,,N
2026,1,887,887,2026-03-06 00:00:00,GMADA,33,3,,R,PRESU,0,2026,S,2026-03-06 00:00:00,1,,,"PRESUPUESTO 000, PCIA BS AS",3000000.0,000000,,N
2026,1,888,888,2026-03-09 00:00:00,GMADA,3529,9,,R,PRESU,0,2026,S,2026-03-09 00:00:00,1,,,PRESUPUESTO TISERA SANITARIOS PORTATILES,340000.0,000000,,N
2026,1,889,889,2026-03-09 00:00:00,GMADA,3364,5,,A,PRESU,0,2026,S,2026-03-09 00:00:00,1,2026-03-10 00:00:00,NO,MATIAS LIGARI    FINAL FOLKLORE EN LOS BARRIOS   EXPTE 224/26,250000.0,000000,,N
2026,1,890,890,2026-03-09 00:00:00,GMADA,2330,2,,R,PRESU,0,2026,S,2026-03-09 00:00:00,2,,,"COMBUSTIBLES DEL SALADO. PREVISION DEL 16/02/26 AL 28/02/2026.VEHICULOS HOSPITAL MUNICIPAL.DOMINIOS EQM 605, FJX 453, KYV 365, JQS 879, AA 775 QW, PAA 334, AB 039 OI, AF 591 SU, AF 545 VGL, AF 548 KJ.",272373.6,000000,,N
2026,1,891,891,2026-03-09 00:00:00,GMADA,1259,CONTR,,R,PRESU,30086,2026,S,2026-03-09 00:00:00,1,,,"PRESUPUESTO 30086, SUC DANNUNZIO JORGE",30121.0,000000,,N
2026,1,892,892,2026-03-09 00:00:00,GMADA,2627,H.ANC,,R,PRESU,2180,2026,S,2026-03-09 00:00:00,1,,,SANTA PAULA- PRESUPUESTO N° 0001-00002180 (SEMANA DEL 11/02 HASTA EL 18/02/26),6500.0,000000,,N
2026,1,893,893,2026-03-09 00:00:00,GMADA,850,2,,R,PRESU,15176,2026,S,2026-03-09 00:00:00,2,,,UNO ELECTROMEDICINA- PRESUPUESTO N° 00003-00015176 (LABORATORIO DE ANALISIS),1330541.03,000000,,N
2026,1,894,894,2026-03-09 00:00:00,GMADA,3165,2,,R,PRESU,10771,2026,S,2026-03-09 00:00:00,3,,,VELIBO SUPPLIES S.A.S- PREUPUESTO N° 0001-00010771,7172480.0,000000,,N
2026,1,895,895,2026-03-09 00:00:00,GMADA,1603,2,,R,PRESU,693953,2026,S,2026-03-09 00:00:00,1,,,PANADERIA ALEM DE GARCIA GLADYS- PRESUPUESTO N° 6939053 HOSPITAL Y HOGAR DE ANCIANOS (DESDE EL 28/02 HASTA EL 14/03/2026),766400.0,000000,,N
2026,1,896,896,2026-03-09 00:00:00,GMADA,3322,2,,R,PRESU,2451,2026,S,2026-03-09 00:00:00,2,,,PINAMAR HIGIENE INSTITUCIONAL - PRESUPUESTO N° 16-2451,287777.01,000000,,N
2026,1,897,897,2026-03-09 00:00:00,GMADA,2109,1,,R,PRESU,0,2026,S,2026-03-09 00:00:00,2,,,Gomez Alberto Daniel,250000.0,000000,,N
2026,1,898,898,2026-03-09 00:00:00,GMADA,3322,2,,R,PRESU,2481,2026,S,2026-03-09 00:00:00,2,,,PINAMAR HIGIENE INSTITUCIONAL - PRESUPUESTO N° 16-2481,244535.63,000000,,N
2026,1,899,899,2026-03-09 00:00:00,GMADA,3322,2,,R,SUM,835,2026,S,2026-03-09 00:00:00,2,,,PINAMAR HIGIENE INSTITUCIONAL - PRESUPUESTO N° 16-2479 (HOSPITAL),89507.56,000115,,N
2026,1,900,900,2026-03-09 00:00:00,GMADA,1440,2,,R,PRESU,91,2026,S,2026-03-09 00:00:00,3,,,QUALIMED- PRESUPUESTO N° 91,5073395.0,000000,,N
2026,1,901,901,2026-03-09 00:00:00,GMADA,850,2,,R,SUM,860,2026,S,2026-03-09 00:00:00,3,,,UNO ELECTROMEDICINA- PRESUPUESTO N° 00003-00015129 (LABORATORIO DE ANALISIS),2833657.09,000115,,N
2026,1,902,902,2026-03-09 00:00:00,GMADA,866,2,,R,SUM,718,2026,S,2026-03-09 00:00:00,1,,,PRESUPUESTO 13/02/26 ´PILOÑA,3048039.07,000115,,N
2026,1,903,903,2026-03-09 00:00:00,GMADA,2627,H.ANC,,R,PRESU,2178,2026,S,2026-03-09 00:00:00,1,,,SANTA PAULA- PRESUPUESTO N° 0001-00002178 (DIARIO),6000.0,000000,,N
2026,1,904,904,2026-03-09 00:00:00,GMADA,2883,2,,R,SUM,848,2026,S,2026-03-09 00:00:00,3,,,INSUMOS GENERALES 3 F- PRESUPUESTO N° 25/02/2026,287047.0,000115,,N
2026,1,905,905,2026-03-09 00:00:00,GMADA,441,2,,R,ORDCO,823,2026,S,2026-03-09 00:00:00,1,,,ALPA- PRESUPUESTO N° 0002-00003880/3881 (DIRECCION- LABORATORIO),78549.86,000115,,N
2026,1,906,906,2026-03-09 00:00:00,GMADA,171,2,,R,SUM,828,2026,S,2026-03-09 00:00:00,1,,,ELECTRICIDAD EL GALLEGO- PRESUPUESTO N° 54899/54810,35900.0,000115,,N
2026,1,907,907,2026-03-09 00:00:00,GMADA,160,13,,R,SUM,830,2026,S,2026-03-09 00:00:00,1,,,AGROVETERINARIA MARZULLO- PRESUPUESTO N° 0001-00001172/1173,282740.0,000115,,N
2026,1,908,908,2026-03-09 00:00:00,GMADA,2869,2,,R,SUM,858,2026,S,2026-03-09 00:00:00,1,,,MADA POY S.A- PRESUPUESTO N° 0001-00000982 (DESDE EL 19/02/2026 AL 26/02/2026),1523303.0,000115,,N
2026,1,909,909,2026-03-09 00:00:00,GMADA,612,2,,R,SUM,829,2026,S,2026-03-09 00:00:00,1,,,MARZULLO COMPUTACION- PRESUPUESTO N° 001-00001296 (ENFERMERIA),94000.0,000115,,N
2026,1,910,910,2026-03-09 00:00:00,GMADA,527,2,,R,SUM,826,2026,S,2026-03-09 00:00:00,2,,,SERVIMED- PRESUPUESTO N° 7269/26 R,151950.0,000115,,N
2026,1,911,911,2026-03-09 00:00:00,GMADA,441,1,,R,SUM,854,2026,S,2026-03-09 00:00:00,1,,,"Matienzo Paola ,presupuesto 00003882",27900.0,000115,,N
2026,1,912,912,2026-03-09 00:00:00,GMADA,1514,6,,R,PRESU,0,2026,S,2026-03-09 00:00:00,2,,,"PRESUPUESTO 000, CASA ELICEIRY, 9/03/2026",10248000.0,000000,,N
2026,1,913,913,2026-03-09 00:00:00,GMADA,717,4,,R,SUM,846,2026,S,2026-03-09 00:00:00,2,,,"PRESUPUESTO N° X  021422 de Marina Irene Pinilla de ""PROVEDURIA LA ILUSION"" Para la oficina del Equipo de Violencias",13000.0,000115,,N
2026,1,914,914,2026-03-09 00:00:00,GMADA,1141,3,,R,SUM,921,2026,S,2026-03-09 00:00:00,1,,,PROV. RUBEN BASTONS PRESUP.0146 LONA PARA CAMION VW 17260 AF497IJ,770000.0,000115,,N
2026,1,524,524,2026-02-02 00:00:00,GMADA,527,2,,R,SUM,506,2026,S,2026-02-02 00:00:00,5,,,SERVIMED- PRESUPUESTO N° 148/26 E-U,897815.0,000115,,N
2026,1,525,525,2026-02-02 00:00:00,GMADA,850,2,,R,SUM,524,2026,S,2026-02-02 00:00:00,2,,,UNO ELECTROMEDICINA- PRESUPUESTO N° 00003-00014882,3449855.93,000115,,N
2026,1,527,527,2026-02-02 00:00:00,GMADA,158,2,,R,SUM,485,2026,S,2026-02-02 00:00:00,1,,,FARMACIA SOTO- PRESUPUESTO N° 934 MEDICAMENTOS DISPENSADOS DESDE EL 26/12/25  AL 26/01/26,254792.57,000115,,N
2026,1,531,531,2026-02-02 00:00:00,GMADA,441,2,,R,SUM,501,2026,S,2026-02-02 00:00:00,1,,,ALPA- PRESUPUESTO N° 3861/3856 (COCINA- INTERNACION- ADMINISTRACION),117416.24,000115,,N
2026,1,532,532,2026-02-02 00:00:00,GMADA,1259,DEFCI,,R,SUM,510,2026,S,2026-02-02 00:00:00,1,,,"PROV.ELECTRO DANNUNZIO PRESUP.30022 ARTICULOS DE ELECTRICIDA PARA ROTONDA DE ILLIA Y PELEGRINI , GUIRNALDAS, PASEO DE BICENTENARIO Y PARQUE DE LA ESTACION",380126.7,000115,,N
2026,1,606,606,2026-02-11 00:00:00,GMADA,3287,4,,R,PRESU,1856,2026,S,2026-02-11 00:00:00,2,,,"PRESUPUESTO N° 1856 de ""Hispanograf"" Bonos de pan para los programas de alimentos",75500.0,000000,,N
2026,1,915,915,2026-03-09 00:00:00,GMADA,777,25,,R,PRESU,122,2026,S,2026-03-09 00:00:00,1,,,"MP repuestos, presupuestos 122-135-134-129 ( AB038FG-AE704AW-AB038FH)",240400.0,000000,,N
2026,1,607,607,2026-02-11 00:00:00,GMADA,41,5,,R,PRESU,0,2026,S,2026-02-11 00:00:00,1,,,SAMUEL CALANDRON        CARNAVAL 2026,1700000.0,000000,,N
2026,1,608,608,2026-02-11 00:00:00,GMADA,3364,5,,R,PRESU,0,2026,S,2026-02-11 00:00:00,1,,,MATIAS LIGARI     CARNAVAL 2026,1050000.0,000000,,N
2026,1,620,620,2026-02-11 00:00:00,GMADA,685,6,,R,PRESU,0,2026,S,2026-02-11 00:00:00,1,,,"PRESUPUESTO DEL 4/02/2026, DRAGOJEVIC SIMON",1275000.0,000000,,N
2026,1,623,623,2026-02-12 00:00:00,GMADA,3441,6,,R,PRESU,0,2026,S,2026-02-12 00:00:00,1,,,"PREVISION, FURNO VANESA SOLEDAD",4000000.0,000000,,N
2026,1,626,626,2026-02-13 00:00:00,GMADA,2917,3,,R,PRESU,5609,2026,S,2026-02-13 00:00:00,4,,,PROV. AMERICAN VIAL PRESUP.5609  FILTROS PARA WECAM X650  EPK06,1068795.02,000029,,N
2026,1,627,627,2026-02-13 00:00:00,GMADA,2410,8,,R,PRESU,1166,2026,S,2026-02-13 00:00:00,3,,,PROV. BOGADO LEANDRO RUBEN - PRESUP. N°1166 - SEC PRODUCCION- FOTON AF591SL,150000.0,000000,,N
2026,1,628,628,2026-02-13 00:00:00,GMADA,441,9,,R,PRESU,3866,2026,S,2026-02-13 00:00:00,1,,,Presupuesto N  00003866 ALPA,4800.0,000000,,N
2026,1,629,629,2026-02-13 00:00:00,GMADA,2410,6,,R,PRESU,1179,2026,S,2026-02-13 00:00:00,2,,,"PRESUPUESTO 1179/1184/1186/1173, BOGADO LEANDRO RUBEN",820000.0,000000,,N
2026,1,630,631,2026-02-13 00:00:00,GMADA,300,DEFCI,,R,PRESU,5933,2026,S,2026-02-13 00:00:00,1,,,PROV.SILVIA MAISTEGUI PRESUP.5933 ARTICULOS DE FERRETERIA PARA  ARREGLO DE FAROLAS CALLE 33 REMPLAZO DE COLUMNAS,64146.0,000000,,N
2026,1,632,632,2026-02-13 00:00:00,GMADA,826,3,,R,PRESU,2642,2026,S,2026-02-13 00:00:00,1,,,PROV.DUENDE AZUL PRESUP.2642 COMISION A LA PLATA REPUSTOS PARA VEHICULOS,65000.0,000000,,N
2026,1,633,633,2026-02-13 00:00:00,GMADA,441,7,,R,PRESU,3862,2026,S,2026-02-13 00:00:00,1,,,PROV.ALPA PRESUP.3862 PARA CEMENTERIO,24550.0,000000,,N
2026,1,635,635,2026-02-13 00:00:00,GMADA,2751,8,,R,PRESU,0,2026,S,2026-02-13 00:00:00,2,,,  PROV. AGRONOMIA HORTICOLA SRL- PRES. N°27/01/26- SEC PRODUCCION,375000.0,000000,,N
2026,1,931,931,2026-03-09 00:00:00,GMADA,1066,35,,R,SUM,641,2026,S,2026-03-09 00:00:00,3,,,Expte.:363/26 Sol. Compra de 450 toneladas de estabilizado,7954200.0,000029,,N
