EJERCICIO,NRO_ADJUDIC,NRO_COTI,DELEG_SOLIC,NRO_SOLIC,COD_PROV,FECH_ADJUD,TIPO_DOC_APROB,NRO_DOC_APROB,ANIO_DOC_APROB,ESTADO,FECH_ANUL,MOTIVO_ANUL,FECH_ENTREGA,OBSERVACIONES,COND_PAGO,DESC_COND_PAGO,NRO_LLAMADO,CERRADA
2025,3156,3156,1,3257,3287,2025-06-05 00:00:00,SUM,3049,2025,O,,,,HISPANOGRAF - PRESUPUESTO N° 1770.PIZARRAS PARA HOSPITAL CON NOVEDADES DE HORARIOS Y TURNOS DE MEDICOS.,000115,,1,N
2025,3109,3109,1,3219,879,2025-06-02 00:00:00,PRESU,0,2025,O,,,,Exp.:1811/21 PREIMBA- PROYECTO PARQUE DE LA ESTACIÓN - Prov.:Casa Harisgarat - Presup.:964;980;966;962,000000,,1,N
2025,3110,3110,1,3220,879,2025-06-02 00:00:00,PRESU,0,2025,O,,,,Exp.:3588/23 Reparación P/ Casa de la Cultura - Prov.:Casa Harisgarat - Presup.:965,000000,,1,N
2025,3111,3111,1,3229,1514,2025-06-02 00:00:00,PRESU,0,2025,O,,,,"PRESUPÚESTO 000, CASA ELICEIRY",000000,,1,N
2025,3115,3115,1,3221,879,2025-06-02 00:00:00,PRESU,988,2025,O,,,,Exp.:1861/15 Construccion 36 Viviendas - Prov.:Casa Harisgarat - Presup.:976;988;998,000000,,1,N
2025,3126,3126,1,3231,1514,2025-06-02 00:00:00,PRESU,0,2025,O,,,,"PRESUPUESTO 000,CASA ELICEIRY, 4/06",000000,,1,N
2025,3127,3127,1,3232,1514,2025-06-02 00:00:00,PRESU,0,2025,O,,,,PROV. CASA ELICEIRY GAS OIL PARA MAQUINA Y VEHICULOS DE ESTA SECRETARIA,000000,,1,N
2025,3128,3128,1,3234,1977,2025-06-03 00:00:00,PRESU,4504,2025,O,,,,"PRESUPUESTO 4504, ZG ARGENTINA SRL",000000,,1,N
2025,3129,3129,1,3233,3147,2025-06-03 00:00:00,PRESU,7414,2025,O,,,,DE LA CANAL INSUMOS- PRESUPUESTO N° 100007414 LABORATORIO DE ANALISIS CLINICOS,000000,,1,N
2025,3130,3130,1,3235,3344,2025-06-03 00:00:00,PRESU,0,2025,A,2025-06-17 00:00:00,ADMINI,,"PRESUPUESTO DEL 2/06, AMERICAN VART",000000,,1,N
2025,3134,3134,1,256,2843,2025-06-03 00:00:00,PRESU,0,2025,O,,,,"PREVISION DE MARIA ROST TAMARA  DE ""FRUTERIA EL NEGRIN""",000000,,1,N
2025,3157,3157,1,3258,3322,2025-06-05 00:00:00,SUM,3050,2025,O,,,,"PINAMAR HIGIENE INSTITUCIONAL - PRESUPUESTO N° 16-1675, 16-1690, 16-1691 Y 16-1699.ELEMENTOS UTILIZADOS EN HIGIENE DE HOSPITAL.",000115,,1,N
2025,3158,3158,1,3259,3322,2025-06-05 00:00:00,SUM,3052,2025,O,,,,"PINAMAR HIGIENE INSTITUCIONAL - PRESUPUESTO N° 16-1713, 16-1726 Y 16-1727.ELEMENTOS UTILIZADOS EN HIGIENE HOSPITAL MUNICIPAL.",000115,,1,N
2025,3159,3159,1,3260,3322,2025-06-05 00:00:00,SUM,3055,2025,O,,,,"PINAMAR HIGIENE INSTITUCIONAL - PRESUPUESTO N° 16-1743, 16-1788, 16-1789 Y 16-1792.ELEMENTOS UTILIZADOS EN HIGIENE HOSPITAL MUNICIPAL.",000115,,1,N
2025,3160,3160,1,3261,3322,2025-06-05 00:00:00,SUM,3056,2025,O,,,,"PINAMAR HIGIENE INSTITUCIONAL - PRESUPUESTO N° 16-1754, 16-1761, 16-1772, 16-1790. ELEMENTOS UTILIZADOS EN HIGIENE HOSPITAL MUNICIPAL.",000115,,1,N
2025,3161,3161,1,3262,285,2025-06-05 00:00:00,SUM,3094,2025,O,,,,RADIOGRAFICAOESTE- PRESUPUESTO N° 0000100049027 HEMOTERAPIA,000115,,1,N
2025,3163,3163,1,3263,1440,2025-06-05 00:00:00,SUM,3093,2025,O,,,,QUALIMED- PRESUPUESTO N° 62/2025 TOMOGRAFIA,000115,,1,N
2025,3164,3164,1,3264,345,2025-06-05 00:00:00,SUM,3092,2025,O,,,,AZCUENAGA- PRESUPUESTO N° 00002-00051572 (FARMACIA ),000115,,1,N
2025,3165,3165,1,3268,441,2025-06-05 00:00:00,SUM,3065,2025,O,,,,"ALPA MADARIAGA, PRESUP N° 0002-000036640/0002-00003641 SAMO-COCINA-CIRUGIA",000115,,1,N
2025,3166,3166,1,3269,850,2025-06-05 00:00:00,SUM,3013,2025,O,,,,UNO ELECTROMEDICINA - PRESUPUESTO N° 3-12741 (LABORATORIO HOSPITAL),000115,,1,N
2025,3167,3167,1,3271,1876,2025-06-05 00:00:00,SUM,3040,2025,O,,,,MAX CONTINENTAL - PRESUPUESTO N° 1-150776 (FARMACIA HOSPITAL)13,000115,,1,N
2025,3168,3168,1,3272,866,2025-06-05 00:00:00,SUM,3041,2025,O,,,,PILOÑA - PRESUPUESTO N° 4-182112 (FARMACIA HOSPITAL),000115,,1,N
2025,3169,3169,1,3273,2958,2025-06-05 00:00:00,SUM,3044,2025,O,,,,AVICOLA DEL TUYU - PRESUPUESTO N° 8-3256,000115,,1,N
2025,3170,3170,1,3274,2770,2025-06-05 00:00:00,SUM,3047,2025,O,,,,"SYSTEC COMPUTACION - PRESUPUESTO N° 715 (ADMISION, MATERNIDAD, RECURSOS HUMANOS)",000115,,1,N
2025,3171,3171,1,3267,866,2025-06-05 00:00:00,SUM,3010,2025,O,,,,PILOÑA - PRESUPUESTO N° 4-181702 (FARMACIA HOSPITAL),000115,,1,N
2025,3172,3172,1,3134,163,2025-06-05 00:00:00,SUM,2979,2025,O,,,,"PRESUPUESTO 078-9071, ALFIO DISTEFANO",000115,,1,N
2025,3179,3175,1,3319,300,2025-06-09 00:00:00,SUM,3135,2025,O,,,,"PRESUPUESTO N°5239 - PINTURERIA-FERRETERIA ""TODO COLOR"". MATERIALES PARA UTILIZAR EN DIFERENTES TRABAJOS DEL PREDIO DE LA SECRETARIA DE DEPORTES",000115,,1,N
2025,3180,3178,1,3315,2209,2025-06-09 00:00:00,SUM,3145,2025,O,,,,DURANTE JAVIER- PRESUPUESTO N° 0001-00000696 COCINA,000115,,1,N
2025,3182,3180,1,3307,3395,2025-06-09 00:00:00,SUM,3142,2025,O,,,,PROV.YANINA PECORARI PRESUP.3520 CAMION MERCEDES BENZ 1114 PATENTE UYW682,000115,,1,N
2025,3184,3182,1,3308,1315,2025-06-09 00:00:00,SUM,3151,2025,O,,,,PRESUPUESTO N° 0000 - DEPOR HOUSE,000115,,1,N
2025,3185,3183,1,3309,3287,2025-06-09 00:00:00,SUM,3124,2025,O,,,,HISPANOGRAF       PRESUPUESTO N° 1774,000115,,1,N
2025,3186,3184,1,3287,117,2025-06-09 00:00:00,SUM,3139,2025,O,,,,PL3 Nro 0014-00233645,000115,,1,N
2025,3189,3186,1,3288,1514,2025-06-09 00:00:00,SUM,3130,2025,O,,,,PROV.CASA ELICEIRY  ACEITES Y LUBRICANTES PARA  FLOTA VEHICULAR  PERTENECIENTE A ESTA SECRETARIA .,000115,,1,N
2025,3194,3191,1,3289,300,2025-06-09 00:00:00,SUM,3127,2025,O,,,,PROV. SILVIA MAISTEGUI PRESUP.5246 ARTICULOS DE  FERRETERIA PARA CORRALON,000115,,1,N
2025,3196,3193,1,3291,3491,2025-06-09 00:00:00,SUM,3100,2025,O,,,, Prov. F.G. Iluminacion SAS  - Presup. 0201148,000115,,1,N
2025,3200,3197,1,3292,279,2025-06-09 00:00:00,SUM,3104,2025,A,2025-06-12 00:00:00,ERROR,,Exp.:3093/24 Coloc. caños SIP -  Prov.:De Vito - Presup.:Contrato,000115,,1,N
2025,3203,3199,1,3293,19,2025-06-09 00:00:00,SUM,3131,2025,O,,,,"PRESUPUESTO 2605, INOCENCIO CIMOS",000115,,1,N
2025,3206,3201,1,3290,1259,2025-06-09 00:00:00,SUM,3128,2025,O,,,,PROV.ELECTRO DANNUNZIO PRESUP.28357 LAMPARAS PARA CORRALON MUNICIPAL,000115,,1,N
2025,3218,3212,1,3350,692,2025-06-09 00:00:00,SUM,3208,2025,O,,,,Corresponde presupuesto Maiolo S.R.L,000115,,1,N
2025,3219,3213,1,3322,1603,2025-06-10 00:00:00,SUM,3167,2025,O,,,,"PRESUPUESTO N° X 1342366 de Garcia Gladys Mabel de ""Panadería Alem""Esfuerzo SOlidario 2025",000115,,1,N
2025,3220,3214,1,3323,612,2025-06-10 00:00:00,SUM,3176,2025,O,,,,PRESUPUESTO N°1271 - MARZULLO COMPUTACION,000115,,1,N
2025,3221,3215,1,3324,300,2025-06-10 00:00:00,SUM,3189,2025,O,,,,"Pintureria-Ferreteria TODO COLOR de Silvia Maistegui - presupuesto 00005519. Materiales para mantenimiento carteleria historica de calle Avellaneda, Plazas y Estacion de tren.",000115,,1,N
2025,3222,3216,1,3325,2410,2025-06-10 00:00:00,SUM,3187,2025,O,,,,"PRESUPUESTO 1102, BOGADO LEANDRO RUBEN",000115,,1,N
2025,3223,3217,1,3326,3441,2025-06-10 00:00:00,SUM,3173,2025,O,,,,"PRESUPUESTO 000, PREVISION FURNOS VANESA",000115,,1,N
2025,3224,3218,1,3327,160,2025-06-10 00:00:00,SUM,3132,2025,O,,,,"PRESUPUESTO 1065, SUC MARZULLO CESAR ABEL",000115,,1,N
2025,3225,3219,1,3328,3322,2025-06-10 00:00:00,SUM,3152,2025,O,,,,"PINAMAR HIGIENE INSTITUCIONAL SRL, REMITO N° 0016-00001796 COCINA",000115,,1,N
2025,3226,3220,1,3329,3322,2025-06-10 00:00:00,SUM,3154,2025,O,,,,"PINAMAR HIGIENE INSTITUCIONAL SRL, REMITO N° 0016-00001797, HOGAR DE ANCIANOS",000115,,1,N
2025,3227,3221,1,3330,557,2025-06-10 00:00:00,SUM,3157,2025,O,,,,NORMEDICAL DE ALEJANDRO GARAY- PRESUPUESTO N° 30/05/2025 QUIROFANO,000115,,1,N
2025,3228,3222,1,3331,826,2025-06-10 00:00:00,SUM,3162,2025,O,,,,PROV. DUENDE AZUL PRESUP.2633 COMISION A  LA PLATA POR REPUESTOS,000115,,1,N
2025,3229,3223,1,3332,2310,2025-06-10 00:00:00,SUM,3163,2025,O,,,,"PROV. CENTRO HIERRO PRESUP.6731 CHAPAS PARA CARTELES NOMENCLADORES DE CALLES TUYU, BS.AS Y DE LOS HORNEROS",000115,,1,N
