SEC_MOV_PAG,EJERCICIO,FECH_MOV,CODIGO_UE,CODIGO_FF,INCISO,PAR_PRIN,PAR_PARC,PAR_SUBP,JURISDICCION,PROGRAMA,ACTIV_PROY,ACTIV_OBRA,NRO_OP,COD_PROV,NRO_REGUL,IMPORTE,NRO_REINT,NRO_OPEA,NRO_RENG
529903,2026,2026-02-27 00:00:00,6,110,1,6,0,0,1110105000,50,0,0,1042,50008,,251040.96,,,
529904,2026,2026-02-27 00:00:00,7,110,1,1,7,0,1110106000,1,0,0,1048,50008,,369376.48,,,
529905,2026,2026-02-27 00:00:00,7,110,1,2,6,0,1110106000,25,0,0,1048,50008,,1500.0,,,
529906,2026,2026-02-27 00:00:00,7,110,1,1,3,0,1110106000,49,0,0,1049,50008,,1301345.81,,,
529907,2026,2026-02-27 00:00:00,7,132,1,1,3,0,1110106000,43,0,0,1054,50008,,436119.98,,,
529908,2026,2026-02-27 00:00:00,7,132,1,1,7,0,1110106000,24,0,0,1054,50008,,213959.58,,,
529909,2026,2026-02-27 00:00:00,7,132,1,2,1,0,1110106000,25,0,0,1054,50008,,2786489.35,,,
529910,2026,2026-02-27 00:00:00,14,110,1,1,1,0,1110108000,29,0,0,1057,50008,,4107765.7,,,
529911,2026,2026-02-27 00:00:00,13,110,1,1,3,0,1110109000,28,0,0,1060,50008,,4897313.79,,,
529912,2026,2026-02-27 00:00:00,13,110,1,2,3,0,1110109000,28,0,0,1060,50008,,22511.09,,,
529913,2026,2026-02-27 00:00:00,13,132,1,1,7,0,1110109000,28,0,0,1063,50008,,264310.31,,,
529914,2026,2026-02-27 00:00:00,19,110,1,1,1,0,1110112000,1,0,0,1069,50008,,19609383.86,,,
529915,2026,2026-02-27 00:00:00,20,110,1,1,1,0,1110113000,1,0,0,1072,50008,,5488555.92,,,
529916,2026,2026-02-27 00:00:00,20,110,1,3,1,0,1110113000,1,0,0,1072,50008,,40380.22,,,
529917,2026,2026-02-27 00:00:00,20,110,1,6,0,0,1110113000,37,0,0,1072,50008,,423058.33,,,
529918,2026,2026-02-27 00:00:00,24,110,1,4,0,0,1110117000,34,0,0,1078,50008,,33828.0,,,
529919,2026,2026-02-27 00:00:00,25,110,1,1,7,0,1110118000,35,0,0,1081,50008,,87115.07,,,
529920,2026,2026-02-27 00:00:00,25,110,1,2,1,0,1110118000,1,0,0,1081,50008,,584872.26,,,
529921,2026,2026-02-27 00:00:00,25,110,1,1,3,0,1110118000,46,0,0,1083,50008,,740233.74,,,
529922,2026,2026-02-27 00:00:00,25,110,1,1,1,0,1110118000,35,0,0,1084,50008,,9236413.61,,,
529923,2026,2026-02-27 00:00:00,25,110,1,4,0,0,1110118000,35,0,0,1084,50008,,417609.0,,,
529924,2026,2026-02-27 00:00:00,25,110,1,1,3,0,1110118000,1,0,0,1085,50008,,2907742.82,,,
529925,2026,2026-02-27 00:00:00,25,110,1,1,7,0,1110118000,46,0,0,1085,50008,,6188758.07,,,
529926,2026,2026-02-27 00:00:00,25,110,1,2,1,0,1110118000,1,0,0,1085,50008,,348311.17,,,
529927,2026,2026-02-27 00:00:00,25,110,1,2,6,0,1110118000,1,0,0,1085,50008,,1500.0,,,
529928,2026,2026-02-27 00:00:00,25,110,1,4,0,0,1110118000,35,0,0,1085,50008,,326594.0,,,
529929,2026,2026-02-27 00:00:00,8,110,1,1,1,0,1110200000,1,0,0,1098,50008,,19293077.92,,,
529930,2026,2026-02-27 00:00:00,2,110,1,1,1,0,1110102000,1,0,0,995,50008,,591615.21,,,
529931,2026,2026-02-27 00:00:00,2,110,1,1,3,0,1110102000,52,0,0,998,50008,,1780846.11,,,
529932,2026,2026-02-27 00:00:00,2,110,1,2,1,0,1110102000,52,0,0,998,50008,,1169744.52,,,
529933,2026,2026-02-27 00:00:00,2,110,1,4,0,0,1110102000,1,0,0,999,50008,,213448.0,,,
529934,2026,2026-02-27 00:00:00,3,110,1,2,2,0,1110103000,1,0,0,1013,50008,,15000.0,,,
529935,2026,2026-02-27 00:00:00,5,110,1,6,0,0,1110104000,16,0,0,1018,50008,,15343531.58,,,
529936,2026,2026-02-27 00:00:00,5,110,1,3,1,0,1110104000,16,0,0,1019,50008,,68868.81,,,
529937,2026,2026-02-27 00:00:00,5,132,1,1,1,0,1110104000,16,0,0,1033,50008,,557297.87,,,
529938,2026,2026-02-27 00:00:00,11,110,1,1,3,0,1110104000,17,0,0,1037,50008,,3351199.64,,,
529939,2026,2026-02-27 00:00:00,11,110,1,6,0,0,1110104000,17,0,0,1037,50008,,621208.85,,,
529940,2026,2026-02-27 00:00:00,6,110,1,1,1,0,1110105000,50,0,0,1042,50008,,7311473.74,,,
529941,2026,2026-02-27 00:00:00,6,110,1,1,3,0,1110105000,30,0,0,1042,50008,,2393676.04,,,
529942,2026,2026-02-27 00:00:00,6,110,1,2,1,0,1110105000,50,0,0,1042,50008,,1257158.98,,,
529943,2026,2026-02-27 00:00:00,6,132,1,2,1,0,1110105000,50,0,0,1045,50008,,4820579.77,,,
529944,2026,2026-02-27 00:00:00,6,132,1,2,6,0,1110105000,50,0,0,1045,50008,,63000.0,,,
529945,2026,2026-02-27 00:00:00,7,110,1,4,0,0,1110106000,1,0,0,1048,50008,,112037.0,,,
529946,2026,2026-02-27 00:00:00,7,110,1,2,6,0,1110106000,24,0,0,1049,50008,,1500.0,,,
529947,2026,2026-02-27 00:00:00,13,132,1,2,1,0,1110109000,28,0,0,1063,50008,,6288138.06,,,
529948,2026,2026-02-27 00:00:00,20,110,1,1,1,0,1110113000,37,0,0,1072,50008,,6069425.87,,,
529949,2026,2026-02-27 00:00:00,20,110,1,1,1,0,1110113000,42,0,0,1072,50008,,22339224.48,,,
529950,2026,2026-02-27 00:00:00,20,110,1,1,3,0,1110113000,32,0,0,1072,50008,,5793894.35,,,
529951,2026,2026-02-27 00:00:00,20,110,1,1,3,0,1110113000,37,0,0,1072,50008,,6188982.58,,,
530424,2026,2026-03-12 00:00:00,7,132,5,1,4,0,1110106000,42,0,0,1268,68,,990000.0,,,
530425,2026,2026-03-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,21,,180000.0,,1237,
530426,2026,2026-03-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,21,,80000.0,,1238,
530427,2026,2026-03-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,2001,,880156.24,,1236,
530428,2026,2026-03-12 00:00:00,5,131,3,3,2,0,1110104000,16,0,0,1279,1810,,100000.0,,,
530429,2026,2026-03-12 00:00:00,5,131,3,3,3,0,1110104000,16,0,0,1280,1810,,200000.0,,,
530430,2026,2026-03-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,2578,,430000.0,,1234,
530431,2026,2026-03-12 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,1293,2958,,310500.0,,,
530432,2026,2026-03-12 00:00:00,13,132,3,2,1,0,1110109000,48,0,0,1289,3529,,400000.0,,,
530433,2026,2026-03-12 00:00:00,7,132,2,9,3,0,1110106000,25,0,0,1251,1259,,26705.0,,,
530434,2026,2026-03-12 00:00:00,3,110,2,8,4,0,1110103000,51,84,0,1290,1066,,7954200.0,,,
530435,2026,2026-03-12 00:00:00,20,110,2,9,3,0,1110113000,42,0,0,1252,1259,,53684.65,,,
530436,2026,2026-03-12 00:00:00,20,110,2,9,2,0,1110113000,42,0,0,1252,1259,,11668.14,,,
530437,2026,2026-03-12 00:00:00,20,110,2,9,9,0,1110113000,42,0,0,1249,1259,,5465.6,,,
530438,2026,2026-03-12 00:00:00,20,110,2,9,3,0,1110113000,42,0,0,1249,1259,,130278.4,,,
530439,2026,2026-03-12 00:00:00,20,110,2,9,9,0,1110113000,42,0,0,1252,1259,,5838.54,,,
530440,2026,2026-03-12 00:00:00,7,110,2,9,3,0,1110106000,24,0,0,1250,1259,,93664.2,,,
530441,2026,2026-03-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,2142,,1140000.0,,1218,
530442,2026,2026-03-12 00:00:00,14,110,3,1,9,0,1110108000,29,0,0,1225,789,,56563.9,,,
530443,2026,2026-03-12 00:00:00,14,110,3,1,3,0,1110108000,29,0,0,1225,789,,75271.88,,,
530444,2026,2026-03-12 00:00:00,14,110,3,3,9,0,1110108000,29,0,0,1225,789,,826946.0,,,
530445,2026,2026-03-12 00:00:00,14,110,3,1,1,0,1110108000,29,0,0,1225,789,,408707.47,,,
530446,2026,2026-03-12 00:00:00,14,110,3,1,4,0,1110108000,29,0,0,1225,789,,59818.09,,,
530447,2026,2026-03-12 00:00:00,14,110,3,1,2,0,1110108000,29,0,0,1225,789,,51580.58,,,
530448,2026,2026-03-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,2110,,800000.0,,1219,
530449,2026,2026-03-12 00:00:00,25,110,2,5,6,0,1110118000,1,0,0,1267,50003,,220000.0,,,
530450,2026,2026-03-12 00:00:00,1,110,3,7,2,0,1110101000,1,0,0,1266,50003,,260000.0,,,
530458,2026,2026-03-12 00:00:00,2,110,3,1,4,0,1110102000,1,0,0,1323,50002,,58760.42,,,
530461,2026,2026-03-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,21,,-180000.0,,1237,
530462,2026,2026-03-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,21,,-80000.0,,1238,
530464,2026,2026-03-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,21,,180000.0,,1237,
530465,2026,2026-03-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,21,,80000.0,,1238,
530467,2026,2026-03-12 00:00:00,6,110,3,2,9,0,1110105000,30,0,0,1172,186,,540000.0,,,
530468,2026,2026-03-12 00:00:00,6,110,3,2,9,0,1110105000,30,0,0,1173,186,,675000.0,,,
530469,2026,2026-03-12 00:00:00,1,131,5,1,7,0,1110101000,1,0,0,912,50910,,317025.0,,,
530470,2026,2026-03-12 00:00:00,1,131,5,1,7,0,1110101000,1,0,0,908,51080,,320742.33,,,
529952,2026,2026-02-27 00:00:00,20,110,1,1,7,0,1110113000,1,0,0,1072,50008,,857927.94,,,
529953,2026,2026-02-27 00:00:00,20,110,1,2,2,0,1110113000,37,0,0,1072,50008,,26966.22,,,
529954,2026,2026-02-27 00:00:00,20,110,1,4,0,0,1110113000,42,0,0,1072,50008,,1766296.0,,,
529955,2026,2026-02-27 00:00:00,22,110,1,1,1,0,1110115000,1,0,0,1075,50008,,4727083.1,,,
529956,2026,2026-02-27 00:00:00,25,110,1,1,1,0,1110118000,1,0,0,1081,50008,,858130.03,,,
529957,2026,2026-02-27 00:00:00,25,110,1,1,1,0,1110118000,35,0,0,1081,50008,,351150.66,,,
529958,2026,2026-02-27 00:00:00,25,110,1,1,3,0,1110118000,1,0,0,1081,50008,,384495.05,,,
529959,2026,2026-02-27 00:00:00,25,110,1,1,3,0,1110118000,46,0,0,1081,50008,,15449.34,,,
529960,2026,2026-02-27 00:00:00,25,110,1,1,7,0,1110118000,48,0,0,1082,50008,,443366.51,,,
529961,2026,2026-02-27 00:00:00,25,110,1,2,1,0,1110118000,48,0,0,1082,50008,,2918665.04,,,
529962,2026,2026-02-27 00:00:00,25,110,1,3,1,0,1110118000,35,0,0,1084,50008,,102950.61,,,
529963,2026,2026-02-27 00:00:00,25,110,1,2,1,0,1110118000,48,0,0,1085,50008,,835946.8,,,
529964,2026,2026-02-27 00:00:00,25,110,1,2,6,0,1110118000,46,0,0,1085,50008,,26000.0,,,
529965,2026,2026-02-27 00:00:00,8,110,1,1,3,0,1110200000,1,0,0,1098,50008,,2527524.16,,,
529966,2026,2026-02-27 00:00:00,8,110,1,1,7,0,1110200000,1,0,0,1098,50008,,827407.65,,,
529967,2026,2026-02-27 00:00:00,1,110,1,1,1,0,1110101000,1,0,0,991,50008,,6375606.42,,,
529968,2026,2026-02-27 00:00:00,2,110,1,1,1,0,1110102000,33,0,0,994,50008,,1874863.62,,,
529969,2026,2026-02-27 00:00:00,2,110,1,1,3,0,1110102000,33,0,0,994,50008,,1290695.37,,,
529970,2026,2026-02-27 00:00:00,2,110,1,1,7,0,1110102000,35,0,0,996,50008,,193458.43,,,
529971,2026,2026-02-27 00:00:00,2,110,1,2,1,0,1110102000,35,0,0,996,50008,,417973.4,,,
529972,2026,2026-02-27 00:00:00,2,110,1,2,6,0,1110102000,35,0,0,996,50008,,1500.0,,,
529973,2026,2026-02-27 00:00:00,2,110,1,1,1,0,1110102000,1,0,0,997,50008,,5207504.93,,,
529974,2026,2026-02-27 00:00:00,2,110,1,2,6,0,1110102000,1,0,0,997,50008,,7500.0,,,
529975,2026,2026-02-27 00:00:00,2,110,1,1,7,0,1110102000,1,0,0,999,50008,,50000.0,,,
529976,2026,2026-02-27 00:00:00,3,110,1,2,1,0,1110103000,1,0,0,1013,50008,,2020556.03,,,
529977,2026,2026-02-27 00:00:00,5,110,1,2,1,0,1110104000,16,0,0,1018,50008,,96737695.0,,,
529978,2026,2026-02-27 00:00:00,5,110,1,4,0,0,1110104000,16,0,0,1018,50008,,8320974.0,,,
529979,2026,2026-02-27 00:00:00,5,110,1,1,1,0,1110104000,16,0,0,1019,50008,,787461.89,,,
529980,2026,2026-02-27 00:00:00,5,110,1,1,1,0,1110104000,16,0,0,1020,50008,,566525.48,,,
529981,2026,2026-02-27 00:00:00,11,110,1,1,7,0,1110104000,17,0,0,1036,50008,,109582.94,,,
529982,2026,2026-02-27 00:00:00,11,110,1,1,1,0,1110104000,17,0,0,1037,50008,,3940528.24,,,
529983,2026,2026-02-27 00:00:00,11,110,1,3,1,0,1110104000,17,0,0,1037,50008,,110412.35,,,
529984,2026,2026-02-27 00:00:00,6,132,1,2,2,0,1110105000,50,0,0,1045,50008,,10449.34,,,
529985,2026,2026-02-27 00:00:00,7,110,1,2,6,0,1110106000,24,0,0,1048,50008,,3000.0,,,
529986,2026,2026-02-27 00:00:00,7,110,1,1,1,0,1110106000,49,0,0,1049,50008,,1198232.96,,,
529987,2026,2026-02-27 00:00:00,7,110,1,4,0,0,1110106000,49,0,0,1049,50008,,44381.0,,,
529988,2026,2026-02-27 00:00:00,7,132,1,2,6,0,1110106000,25,0,0,1054,50008,,7500.0,,,
529989,2026,2026-02-27 00:00:00,13,110,1,1,4,0,1110109000,28,0,0,1060,50008,,67973.17,,,
529990,2026,2026-02-27 00:00:00,13,132,1,1,1,0,1110109000,28,0,0,1063,50008,,439730.99,,,
529991,2026,2026-02-27 00:00:00,13,132,1,1,1,0,1110109000,46,0,0,1063,50008,,438847.52,,,
529992,2026,2026-02-27 00:00:00,13,132,1,2,6,0,1110109000,28,0,0,1063,50008,,40500.0,,,
529993,2026,2026-02-27 00:00:00,3,131,1,1,3,0,1110111000,23,0,0,1066,50008,,3347440.9,,,
529994,2026,2026-02-27 00:00:00,3,131,1,4,0,0,1110111000,23,0,0,1066,50008,,464203.0,,,
529995,2026,2026-02-27 00:00:00,19,110,1,2,1,0,1110112000,1,0,0,1069,50008,,561841.06,,,
529996,2026,2026-02-27 00:00:00,20,110,1,1,7,0,1110113000,37,0,0,1072,50008,,1192657.86,,,
529997,2026,2026-02-27 00:00:00,20,110,1,2,1,0,1110113000,42,0,0,1072,50008,,6692117.63,,,
529998,2026,2026-02-27 00:00:00,20,110,1,2,2,0,1110113000,32,0,0,1072,50008,,699903.38,,,
529999,2026,2026-02-27 00:00:00,20,110,1,4,0,0,1110113000,1,0,0,1072,50008,,149349.0,,,
530000,2026,2026-02-27 00:00:00,24,110,1,1,3,0,1110117000,34,0,0,1078,50008,,5209461.64,,,
530001,2026,2026-02-27 00:00:00,25,110,1,1,1,0,1110118000,46,0,0,1081,50008,,348311.17,,,
530002,2026,2026-02-27 00:00:00,25,110,1,1,1,0,1110118000,48,0,0,1083,50008,,1059287.71,,,
530003,2026,2026-02-27 00:00:00,25,110,1,1,7,0,1110118000,48,0,0,1083,50008,,667844.31,,,
530004,2026,2026-02-27 00:00:00,25,110,1,2,3,0,1110118000,35,0,0,1084,50008,,44990.19,,,
530005,2026,2026-02-27 00:00:00,25,110,1,2,1,0,1110118000,45,0,0,1085,50008,,696622.34,,,
530006,2026,2026-02-27 00:00:00,25,110,1,2,6,0,1110118000,45,0,0,1085,50008,,3000.0,,,
530007,2026,2026-02-27 00:00:00,25,110,1,2,6,0,1110118000,48,0,0,1085,50008,,3000.0,,,
530008,2026,2026-02-27 00:00:00,25,110,1,4,0,0,1110118000,45,0,0,1085,50008,,208874.0,,,
530009,2026,2026-02-27 00:00:00,25,131,1,6,0,0,1110118000,48,0,0,1096,50008,,738999.06,,,
530010,2026,2026-02-27 00:00:00,1,110,1,1,7,0,1110101000,1,0,0,991,50008,,160972.45,,,
530011,2026,2026-02-27 00:00:00,2,110,1,1,3,0,1110102000,1,0,0,995,50008,,281290.3,,,
530012,2026,2026-02-27 00:00:00,3,110,1,2,2,0,1110103000,1,0,0,1012,50008,,1454309.12,,,
530013,2026,2026-02-27 00:00:00,3,110,1,6,0,0,1110103000,1,0,0,1012,50008,,3626900.75,,,
530014,2026,2026-02-27 00:00:00,5,110,1,1,1,0,1110104000,16,0,0,1018,50008,,204372104.85,,,
530015,2026,2026-02-27 00:00:00,5,110,1,1,7,0,1110104000,16,0,0,1019,50008,,51500.0,,,
530016,2026,2026-02-27 00:00:00,5,110,1,4,0,0,1110104000,16,0,0,1020,50008,,50151.0,,,
530017,2026,2026-02-27 00:00:00,5,110,1,2,1,0,1110104000,16,0,0,1021,50008,,561841.06,,,
530018,2026,2026-02-27 00:00:00,11,110,1,1,1,0,1110104000,17,0,0,1036,50008,,575829.37,,,
530019,2026,2026-02-27 00:00:00,11,110,1,4,0,0,1110104000,17,0,0,1036,50008,,101484.0,,,
530020,2026,2026-02-27 00:00:00,6,110,1,2,3,0,1110105000,30,0,0,1042,50008,,242072.13,,,
530021,2026,2026-02-27 00:00:00,7,110,1,1,1,0,1110106000,24,0,0,1048,50008,,13444201.34,,,
530022,2026,2026-02-27 00:00:00,7,110,1,1,7,0,1110106000,24,0,0,1048,50008,,2014826.6,,,
530023,2026,2026-02-27 00:00:00,7,110,1,1,7,0,1110106000,25,0,0,1048,50008,,106229.79,,,
530024,2026,2026-02-27 00:00:00,7,110,1,2,1,0,1110106000,24,0,0,1049,50008,,557297.87,,,
530025,2026,2026-02-27 00:00:00,7,132,1,2,6,0,1110106000,24,0,0,1054,50008,,1500.0,,,
530026,2026,2026-02-27 00:00:00,14,110,1,2,6,0,1110108000,29,0,0,1057,50008,,4500.0,,,
530027,2026,2026-02-27 00:00:00,13,110,1,1,1,0,1110109000,28,0,0,1060,50008,,5485885.07,,,
530028,2026,2026-02-27 00:00:00,3,131,1,1,1,0,1110111000,23,0,0,1066,50008,,3385828.19,,,
530029,2026,2026-02-27 00:00:00,3,131,1,2,1,0,1110111000,23,0,0,1066,50008,,360907.32,,,
530030,2026,2026-02-27 00:00:00,3,131,1,2,6,0,1110111000,23,0,0,1066,50008,,3000.0,,,
530031,2026,2026-02-27 00:00:00,20,110,1,1,7,0,1110113000,32,0,0,1072,50008,,1528516.36,,,
530032,2026,2026-02-27 00:00:00,20,110,1,2,2,0,1110113000,1,0,0,1072,50008,,550037.06,,,
530033,2026,2026-02-27 00:00:00,20,110,1,2,2,0,1110113000,42,0,0,1072,50008,,1063764.9,,,
530034,2026,2026-02-27 00:00:00,20,110,1,2,6,0,1110113000,1,0,0,1072,50008,,6000.0,,,
530035,2026,2026-02-27 00:00:00,22,110,1,1,7,0,1110115000,1,0,0,1075,50008,,785029.22,,,
530036,2026,2026-02-27 00:00:00,24,110,1,2,1,0,1110117000,34,0,0,1078,50008,,3881937.63,,,
530037,2026,2026-02-27 00:00:00,25,110,1,1,1,0,1110118000,46,0,0,1083,50008,,1071003.83,,,
530038,2026,2026-02-27 00:00:00,25,110,1,2,2,0,1110118000,48,0,0,1083,50008,,328412.98,,,
530039,2026,2026-02-27 00:00:00,25,110,1,2,6,0,1110118000,48,0,0,1083,50008,,4500.0,,,
530040,2026,2026-02-27 00:00:00,25,110,1,4,0,0,1110118000,35,0,0,1083,50008,,100302.0,,,
530041,2026,2026-02-27 00:00:00,25,110,1,1,1,0,1110118000,46,0,0,1085,50008,,21645378.23,,,
530042,2026,2026-02-27 00:00:00,25,110,1,1,1,0,1110118000,48,0,0,1085,50008,,438847.52,,,
530043,2026,2026-02-27 00:00:00,25,110,1,1,3,0,1110118000,48,0,0,1085,50008,,342064.74,,,
530044,2026,2026-02-27 00:00:00,2,110,1,1,1,0,1110102000,35,0,0,996,50008,,491610.93,,,
530045,2026,2026-02-27 00:00:00,2,110,1,1,3,0,1110102000,1,0,0,999,50008,,1632435.63,,,
530046,2026,2026-02-27 00:00:00,3,110,1,2,6,0,1110103000,1,0,0,1012,50008,,6000.0,,,
530047,2026,2026-02-27 00:00:00,3,110,1,4,0,0,1110103000,1,0,0,1012,50008,,67656.0,,,
530048,2026,2026-02-27 00:00:00,5,110,1,1,3,0,1110104000,16,0,0,1018,50008,,280411925.41,,,
530049,2026,2026-02-27 00:00:00,5,110,1,1,7,0,1110104000,16,0,0,1018,50008,,30698501.67,,,
529095,2026,2026-02-06 00:00:00,6,110,3,2,1,0,1110105000,50,0,0,573,1214,,480000.0,,,
529096,2026,2026-02-06 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,1514,,92000.0,,903,
529097,2026,2026-02-06 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,2450,,6793950.0,,877,
529098,2026,2026-02-06 00:00:00,7,132,2,5,5,0,1110106000,43,0,0,577,3296,,109529.2,,,
529184,2026,2026-02-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,3297,,211000.0,,978,
529185,2026,2026-02-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,3297,,366000.0,,977,
529186,2026,2026-02-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,3336,,760000.0,,968,
529187,2026,2026-02-12 00:00:00,2,110,7,6,3,0,1110107000,93,0,0,,141,,138449.25,,980,
529188,2026,2026-02-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,125,,279256.78,,1013,
529189,2026,2026-02-12 00:00:00,24,110,3,8,9,0,1110117000,34,0,0,644,50072,,8496.3,,,
529190,2026,2026-02-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,866,,467536.8,,1042,
529191,2026,2026-02-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,3075,,809904.0,,1034,
529192,2026,2026-02-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,3075,,711028.99,,1033,
529193,2026,2026-02-12 00:00:00,7,132,2,1,1,0,1110106000,43,0,0,629,1603,,56100.0,,,
529194,2026,2026-02-12 00:00:00,2,110,3,4,9,0,1110102000,1,0,0,650,1765,,240000.0,,,
529195,2026,2026-02-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,2309,,100000.0,,1044,
529196,2026,2026-02-12 00:00:00,1,110,2,3,4,0,1110101000,1,0,0,657,174,,196800.0,,,
529201,2026,2026-02-12 00:00:00,6,132,1,2,1,0,1110105000,50,0,0,653,50008,,1167480.0,,,
529202,2026,2026-02-12 00:00:00,5,110,1,1,3,0,1110104000,16,0,0,652,50008,,32102.84,,,
529203,2026,2026-02-12 00:00:00,20,110,1,1,7,0,1110113000,42,0,0,656,50008,,56035.28,,,
529204,2026,2026-02-12 00:00:00,6,132,1,1,7,0,1110105000,50,0,0,653,50008,,1150.0,,,
529205,2026,2026-02-12 00:00:00,6,132,1,2,6,0,1110105000,50,0,0,653,50008,,7500.0,,,
529225,2026,2026-02-12 00:00:00,2,110,3,4,5,0,1110102000,1,0,0,645,50014,,87861.99,,,
529226,2026,2026-02-12 00:00:00,2,110,2,1,1,0,1110102000,1,0,0,645,50014,,9000.0,,,
529227,2026,2026-02-12 00:00:00,5,131,2,1,1,0,1110104000,16,0,0,668,2869,,1508300.99,,,
529228,2026,2026-02-12 00:00:00,25,131,2,5,6,0,1110118000,46,0,0,595,313,,6408164.31,,,
529229,2026,2026-02-12 00:00:00,2,110,2,5,6,0,1110102000,1,0,0,585,313,,3591181.93,,,
529230,2026,2026-02-12 00:00:00,14,110,2,5,1,0,1110108000,29,0,0,643,2330,,9000.0,,,
529231,2026,2026-02-12 00:00:00,14,110,2,5,6,0,1110108000,29,0,0,287,2330,,40866.34,,,
529232,2026,2026-02-12 00:00:00,2,110,2,5,6,0,1110102000,1,0,0,649,2330,,207435.12,,,
529233,2026,2026-02-12 00:00:00,13,110,2,5,6,0,1110109000,28,0,0,288,2330,,294120.0,,,
529234,2026,2026-02-12 00:00:00,14,110,2,5,6,0,1110108000,29,0,0,643,2330,,91394.37,,,
529235,2026,2026-02-12 00:00:00,5,131,2,5,6,0,1110104000,16,0,0,666,2330,,250346.85,,,
529236,2026,2026-02-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,2330,,80864.65,,885,
529237,2026,2026-02-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,2330,,434241.27,,1039,
529238,2026,2026-02-12 00:00:00,2,110,7,6,1,0,1110107000,93,0,0,,2330,,237078.01,,755,
529239,2026,2026-02-12 00:00:00,2,131,7,6,1,0,1110107000,93,0,0,,2330,,376021.59,,851,
530301,2026,2026-03-06 00:00:00,7,110,3,4,9,0,1110106000,49,0,0,1207,1825,,372382.72,,,
530302,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1221,3338,,306430.56,,,
530303,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1220,1864,,927899.68,,,
530304,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1219,2032,,2237644.16,,,
530305,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1217,3240,,1051196.0,,,
530306,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1216,2812,,1187387.66,,,
530307,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1214,3228,,1051196.0,,,
530308,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1213,3492,,272382.72,,,
530309,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1212,3033,,1051196.0,,,
530310,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1211,3453,,1051196.0,,,
530311,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1209,3438,,1051196.0,,,
530312,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1210,3455,,1051196.0,,,
530313,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1208,1825,,306430.56,,,
530314,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1206,3440,,846908.96,,,
530315,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1205,3034,,1051196.0,,,
530316,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1204,2704,,1119291.68,,,
530317,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1203,3361,,1051196.0,,,
530318,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1202,3027,,1051196.0,,,
530319,2026,2026-03-06 00:00:00,7,131,3,4,9,0,1110106000,44,0,0,1201,2473,,1051196.0,,,
530320,2026,2026-03-06 00:00:00,20,110,3,3,2,0,1110113000,42,0,0,1224,3220,,600000.0,,,
530321,2026,2026-03-06 00:00:00,3,132,4,2,1,0,1110103000,51,80,0,1223,2498,,8523380.66,,,
530322,2026,2026-03-06 00:00:00,6,110,3,5,9,0,1110105000,50,0,0,1164,2991,,1400000.0,,,
