EJERCICIO,NRO_COTI,COD_PROV,ITEM_REAL,NRO_ALTER,CANTIDAD,DETALLE,COSTO_UNITARIO,ESTADO,ESPEC_TEC,OBSERVACIONES,FECHA_CARGA,CODIGO_UM,NRO_LLAMADO
2026,728,413,1,0,1.0,PARCHE P/CAMARA - PARCHE 195/55/15 VEHICULO DOMINIO AF545GL,8000.0,N,C,,2026-02-19 08:58:00,0,1
2026,730,285,1,0,2.0,REACTIVO - TIPO ANTI A SUERO - USO DET. GRUPO A - PRESENTACION ENVASE 10ml.,18371.95,N,C,,2026-02-19 09:01:32,3,1
2026,730,285,2,0,2.0,REACTIVO - TIPO ANTI B ANTICUERPO MONOCLONAL - USO HEMOCLASIFICADOR - PRESENTACION ENVASE 10 CM3,18371.95,N,C,,2026-02-19 09:01:32,3,1
2026,730,285,3,0,2.0,REACTIVO - TIPO ANTI D ANTICUERPO MONOCLONAL - USO HEMOCLASIFICADOR - PRESENTACION ENVASE 10CM3,34753.97,N,C,,2026-02-19 09:01:32,3,1
2026,730,285,4,0,2.0,REACTIVO - TIPO SUERO DE COOMBS POLIESPECIFICO TIPO GAMMA - USO LABORATORIO( HEMATOLOGIA) - PRESENTACION X 10 C.C..,27789.88,N,C,,2026-02-19 09:01:32,3,1
2026,730,285,5,0,2.0,REACTIVO - TIPO EQUIPO SEROLOGIA P/ELISSA T/ABBOTT - USO P/ HIV - PRESENTACION X 100 DETERMINACIONES,143114.24,N,C,,2026-02-19 09:01:32,3,1
2026,732,1810,1,0,1.0,"REPARACION COMPLETA COMPRESOR - REEMPLAZO DE MOTOCOMPRESOR 1/6 HP + FILTRO PANTA OXIGENO Nº 2
RECARGA DE REFRIGERANTE F134 PLANTA OXIGENO Nº 2",200000.0,N,C,,2026-02-19 09:06:55,0,1
2026,733,1810,1,0,3.0,NEUROLEPTICO - ZUCLOPENTIXOL DECANOATO 200 MG AMP,63328.9,N,C,,2026-02-19 09:09:46,0,1
2026,733,1810,2,0,3000.0,HIPOTENSOR -  ENALAPRIL COMPRIMIDO 10mg.,42.59,N,C,,2026-02-19 09:09:46,3,1
2026,733,1810,3,0,800.0,HIPNOTICO - MIDAZOLAN  AMPOLLA  5mg./ml.,996.96,N,C,,2026-02-19 09:09:46,3,1
2026,733,1810,4,0,400.0,ANALGESICOS - KETEROLAC 30 MG AMP,604.5,N,C,,2026-02-19 09:09:46,3,1
2026,733,1810,5,0,500.0,ANTIINFLAMATORIO - DICLOFENA AMPOLLA  75mg.,713.01,N,C,,2026-02-19 09:09:46,3,1
2026,733,1810,6,0,500.0,CORTICOESTEROIDE - DEXAMETASONA AMPOLLA 8 MG.,836.99,N,C,,2026-02-19 09:09:46,3,1
2026,735,2595,1,0,1.0,LAMPARA P/FARO AUTOMOTOR/CAMION - LAMPARA P/FARO AUTOMOTOR/CAMION (,9600.0,N,C,,2026-02-19 09:12:38,0,1
2026,735,2595,2,0,3.0,AGUA DESTILADA - AGUA DESTILADA,3000.0,N,C,,2026-02-19 09:12:38,0,1
2026,735,2595,3,0,1.0,LIQUIDO DE FRENOS - LIQUIDO DE FRENOS,21000.0,N,C,,2026-02-19 09:12:38,0,1
2026,735,2595,4,0,2.0,BASE PORTAFUSIBLE TIPO NH - BASE PORTAFUSIBLE TIPO NH,1100.0,N,C,,2026-02-19 09:12:38,0,1
2026,735,2595,5,0,1.0,REPUESTO - REPUESTO,2000.0,N,C,,2026-02-19 09:12:38,0,1
2026,737,413,1,0,2.0,CUBIERTA P/AUTOMOTOR - CUBIERTA 175/65/14 PARA VEHICULO AE619QS,85000.0,N,C,,2026-02-19 09:15:53,0,1
2026,764,2110,1,0,1.0,"servicio de mantenimiento y reparaciones - servicio de mantenimiento y reparaciones (Genérico)
- arreglo de mochila de inodoro.
- cambio de válvula",60000.0,N,C,,2026-02-23 08:48:21,0,1
2026,766,3398,1,0,1.0,CONJUNTO DE EMBRAGUE - CONJUNTO DE EMBRAGUE (Genérico),1321650.8,N,C,,2026-02-23 08:52:18,0,1
2026,766,3398,2,0,1.0,COJINETE AXIAL STDR - COJINETE AXIAL STDR (Genérico),69253.4,N,C,,2026-02-23 08:52:18,0,1
2026,766,3398,3,0,1.0,RODAMIENTO - (Sin clasificar),56544.4,N,C,,2026-02-23 08:52:18,3,1
2026,766,3398,4,0,1.0,REPUESTO - REPUESTO (Genérico)COLLARIN,229386.8,N,C,,2026-02-23 08:52:18,0,1
2026,766,3398,5,0,1.0,DISCO DE EMBRAGUE P/AUTOMOTOR - DISCO DE EMBRAGUE P/AUTOMOTOR (GENERICO),281032.2,N,C,,2026-02-23 08:52:18,0,1
2026,768,3075,1,0,24.0,INSECTICIDA - INSECTICIDA (GENERICO)Insecticida 360 cm3.,4209.59,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,2,0,50.0,Desodorante para piso - Desodorante para piso (Genérico)Desodorante de piso x 5 litros.,5300.0,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,3,0,50.0,LAVANDINA - LAVANDINA (GENERICO)x 5 litros.,4900.0,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,4,0,36.0,LUSTRAMUEBLES - LUSTRAMUEBLES (GENERICO),4824.51,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,5,0,10.0,GUANTES P/LIMPIEZA - GUANTES P/LIMPIEZA (GENERICO),1998.92,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,6,0,10.0,jabon en pan - jabon en pan (Genérico),1324.71,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,7,0,50.0,TRAPO REJILLA - TRAPO REJILLA (GENERICO),675.91,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,8,0,12.0,LIMPIADOR CREMOSO - LIMPIADOR CREMOSO (GENERICO),3900.0,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,9,0,10.0,FOSFORO - FOSFORO (GENERICO)Caja de fosforo.,766.74,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,10,0,12.0,SECADOR DE GOMA - SECADOR DE GOMA (GENERICO),1812.74,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,11,0,5.0,CERA DE LUSTRAR - CERA DE LUSTRAR (GENERICO)Cera Suiza Autobrillo incolora x 5 litros.,29436.88,N,C,,2026-02-23 10:31:48,0,1
2026,768,3075,12,0,10.0,VIRULANA - VIRULANA (Genérico)Rollito 10 unidades.,954.162,N,C,,2026-02-23 10:31:48,0,1
2026,769,169,1,0,12.0,ESCOBILLON - ESCOBILLON (GENERICO)12 Escobillones .,2000.0,N,C,,2026-02-23 10:35:46,0,1
2026,769,169,2,0,100.0,TRAPO DE PISO - TRAPO DE PISO (GENERICO),800.0,N,C,,2026-02-23 10:35:46,0,1
2026,769,169,3,0,5.0,DETERGENTE - DETERGENTE (GENERICO)Detergente Biodegradable x 5 lt.,9800.0,N,C,,2026-02-23 10:35:46,0,1
2026,769,169,4,0,5.0,LIQUIDO P/LAMPAZO - LIQUIDO P/LAMPAZO (Genérico)Liquido por 1 litro.,9400.0,N,C,,2026-02-23 10:35:46,0,1
2026,769,169,5,0,5.0,QUITASARRO - QUITASARRO (GENERICO)x 5 litros.,6100.0,N,C,,2026-02-23 10:35:46,0,1
2026,769,169,6,0,20.0,"CABO DE MADERA - CABO DE MADERA (GENERICO)Cabo de Madera 1,30  mts.",1800.0,N,C,,2026-02-23 10:35:46,0,1
2026,769,169,7,0,5.0,BARREDOR COMPLETO ALGODON - BARREDOR COMPLETO ALGODON (Genérico)5 repuestos barredor 35 cm.,5900.0,N,C,,2026-02-23 10:35:46,0,1
2026,798,2110,1,0,1.0,TRABAJO DE PLOMERIA - TRABAJO DE PLOMERIA (Genérico),225000.0,N,C,,2026-02-26 07:21:34,0,1
2026,799,1259,1,0,1.0,CINTA AISLANTE - CINTA AISLANTE (Genérico),5838.0,N,C,,2026-02-26 07:24:45,0,1
2026,807,3454,1,0,1.0,"SERVICIOS TECNICOS Y PROFESIONALES - SERVICIOS TECNICOS Y PROFESIONALES (Genérico)
A partir del 01 de febrero hasta el 28 de febrero 2026, percibiendo la suma de:
-  $ 510.717,30 mensual (60 horas mensuales)
- $ 200.000 mensual (concepto de guardias)",710717.6,N,C,,2026-02-26 11:01:00,0,1
2026,810,2110,1,0,1.0,"Servicio de Mantenimiento - Servicio de Mantenimiento (Genérico)
ARREGLO DE MOCHILA DE INODORO
CAMBIO DE ENTRADA DE AGUA
CAMBIO DE MENIJA DE DESCARGA",75000.0,N,C,,2026-02-26 11:21:20,0,1
2026,812,3529,1,0,4.0,ALQUILER BAÑO QUIMICO - ALQUILER BAÑO QUIMICO (Genérico),85000.0,N,C,,2026-02-26 11:26:09,0,1
2026,814,3184,1,0,60.0,ANTIBIOTICOS - MINOCICLINA COMP X 100 MG,903.5,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,2,0,4.0,ANTICONVULSIDANTE - DIVALPROATO DE 250 MG COMP X 50,19740.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,3,0,4.0,ANTICONVULSIDANTE - DIVALPROATO DE SODIO 500 MG COMPRIMIDOS  X 50,30168.6,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,4,0,200.0,IODURO DE POTASIO - CLORURO DE POTASIO AMPOLAS,735.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,5,0,200.0,ANALGESICOS - PREGABALINA 75 MG COMP,224.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,6,0,20.0,CANULA NASAL - CANULA CON  TUBO PVC 9.5 MM 2.10 MTS,2565.7,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,7,0,4.0,ANTIEPILEPTICO - FENITOINA JBE 120 ML,26040.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,8,0,999.0,ANTIBIOTICOS - AZITROMICINA  CAPSULA 500mg.,546.0,N,C,,2026-02-26 11:31:11,3,1
2026,814,3184,9,0,30.0,CORTICOESTEROIDE - BETAMETASONA CREMA 20 GR.,2100.0,N,C,,2026-02-26 11:31:11,3,1
2026,814,3184,10,0,705.0,LOSARTAN 50 MG COMP - LOSARTAN 50 MG COMP,42.28,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,11,0,20.0,MEDICAMENTOS - ACICLOVIR AMPOLLA 500 MG,27664.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,12,0,6000.0,ANALGESICOS - PARACETAMOL COMPRIMIDOS 500 MG.,34.58,N,C,,2026-02-26 11:31:11,3,1
2026,814,3184,13,0,495.0,ANSIOLITICO - ALPRAZOLAM COMPRIMIDO 2mg.,31.92,N,C,,2026-02-26 11:31:11,3,1
2026,814,3184,14,0,200.0,algodon - algodon 500 GRS,3087.32,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,15,0,10.0,ENOXAPARINA 60 MG AMPOLLAS - ENOXAPARINA 40 MG AMPOLLAS,8512.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,16,0,5.0,LACTULOSA 120 ml JBE - LACTULOSA 120 ml JBE,7280.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,17,0,20.0,GASA TUBULAR - GASA TUBULAR 1.5 KG,15955.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,18,0,100.0,GENTAMICINA SULFATO - GENTAMICINA AMPOLLA 80 MG,602.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,19,0,200.0,KETEROLAC 30 MG AMP - KETEROLAC 30 MG AMP,665.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,20,0,400.0,CORTICOESTEROIDE - DEXAMETASONA AMPOLLA  8 MG.,742.0,N,C,,2026-02-26 11:31:11,3,1
2026,814,3184,21,0,200.0,MEDICAMENTOS - CLORURO DE POTASIO AMPOLLLAS 15 MG,735.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,22,0,200.0,ANTIEMETICO - MOTOCLOPRAMIDA AMPOLLA  10mg.,574.0,N,C,,2026-02-26 11:31:11,3,1
2026,814,3184,23,0,200.0,ANTIINFLAMATORIO - DICLOFENAC  AMPOLLA - PRESENTACION 75mg.,574.0,N,C,,2026-02-26 11:31:11,3,1
2026,814,3184,24,0,500.0,ANTIALERGICO - ANTIHISTAMINICO - PROMETAZINA COMPRIMIDOS 25 MG,96.6,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,25,0,3010.0,ANTIULCEROSO - OMEPRAZOL CAPSULA  20mg.,39.2,N,C,,2026-02-26 11:31:11,3,1
2026,814,3184,26,0,750.0,CAJAS SOLUCION FISIOLOGICA X 100 ML - SOLUCION FISIOLOGICA X 100 ML,1490.0,N,C,,2026-02-26 11:31:11,0,1
2026,814,3184,27,0,40.0,GENTAMINA CREMA - GENTAMINA CREMA 15 MG,2520.0,N,C,,2026-02-26 11:31:11,0,1
2026,818,850,1,0,1.0,TUBO FONDO RED.C/CITRATO - PCR LATEX DIRECTO 50 DET,75270.86,N,C,,2026-02-26 11:41:07,0,1
2026,818,850,2,0,1.0,REACTIVO - FOSFARTEMIA UV AA 100 ML,64265.52,N,C,,2026-02-26 11:41:07,3,1
2026,818,850,3,0,1.0,SOLUCIONES - SOLUCIONESPACK P/ABL 80,784015.56,N,C,,2026-02-26 11:41:07,0,1
2026,818,850,4,0,1.0,COLESTAT ENZ. 500 ML WIENER - COLESTEROL MONOFASE AA V.2 HDL,241207.12,N,C,,2026-02-26 11:41:07,0,1
2026,818,850,5,0,1.0,GLICEMIA ENZ 1000 ml. WIENER - GLICEMIA ENZIMATICA AA LIQUIDA,99614.23,N,C,,2026-02-26 11:41:07,0,1
2026,818,850,6,0,1.0,REACTIVO - CELEREST HEPATITIS B HBV,141177.63,N,C,,2026-02-26 11:41:07,0,1
2026,818,850,7,0,1.0,REACTIVO - TW AA 2X5 ML,79570.14,N,C,,2026-02-26 11:41:07,3,1
2026,818,850,8,0,1000.0,REACTIVO - TIPS AMARILLO UNIV 0-200 UI SIN CORONA UNIV X 1000 U VITIS,24.1,N,C,,2026-02-26 11:41:07,3,1
2026,818,850,9,0,1.0,REACTIVO - COPITA COAGULOMETRO COL 1 Y 2 X 500 BLISTER X 100,268266.45,N,C,,2026-02-26 11:41:07,3,1
2026,818,850,10,0,1.0,REACTIVO - TIPO CASSETTE SENSORES SC80 300/60 P ABL 80,2246995.03,N,C,,2026-02-26 11:41:07,0,1
2026,820,2306,1,0,1.0,CILINDRO DE CO2  x 10 KG - CARGA CO2 PARA QUIROFANO,119000.0,N,C,,2026-02-26 11:53:07,0,1
2026,821,345,1,0,15.0,HAEMOCGLUCOTEST TIRAS REACTIVAS X 100,79122.0,N,C,,2026-02-26 11:57:44,0,1
2026,822,1573,1,0,1000.0,HIPOTENSOR - AMLOPIDINA 10mg. COMP,65.75,N,C,,2026-02-26 12:01:18,3,1
2026,822,1573,2,0,24.0,SOBRES NYLON MONOFILAMENTO -  2/0 30 MM,2937.05,N,C,,2026-02-26 12:01:18,3,1
2026,822,1573,3,0,20.0,SONDAS - FOLEY DOBLE VIA - Nº 14 -,981.25,N,C,,2026-02-26 12:01:18,3,1
2026,822,1573,4,0,25.0,AGUJA QUIRURGICA - RAQUIDEA Nº 26 PUNTA LAPIZ,2917.88,N,C,,2026-02-26 12:01:18,3,1
2026,829,866,19,0,100.0,ANTIBIOTICOS - CLINDAMICINA AMPOLLA 600mg.,1116.0,N,C,,2026-02-26 12:20:25,3,1
2026,829,866,20,0,400.0,AGUA DESTILADA - AGUA DEST AMPOLLA X 5 ML,702.0,N,C,,2026-02-26 12:20:25,3,1
2026,829,866,21,0,5.0,GEL - GEL  1 KG,5697.5,N,C,,2026-02-26 12:20:25,0,1
2026,829,866,22,0,4.0,SOLUCIONES - NITROFURAZONA 1 LITRO,41822.13,N,C,,2026-02-26 12:20:25,0,1
2026,829,866,23,0,1000.0,"ANSIOLITICO - LORAZEPAN  2,5mg. COMP",53.22,N,C,,2026-02-26 12:20:25,3,1
2026,830,1658,1,0,1.0,AGUA MINERAL - AGUA MINERAL (GENERICO),500000.0,N,C,,2026-02-26 12:27:04,0,1
2026,831,1876,1,0,50.0,CATETER - ABBOCATH  24,883.2381,N,C,,2026-02-26 12:34:15,3,1
2026,831,1876,2,0,4.0,CINTA HIPOALERGENICA - CINTA HIPOALERGENICA 2.5 CM 12 ROLLOS,10027.2778,N,C,,2026-02-26 12:34:15,0,1
2026,831,1876,3,0,400.0,GUIA DE SUERO - GUIA  PREMIUM V 14 CON RUEDITA,830.6699,N,C,,2026-02-26 12:34:15,3,1
2026,831,1876,4,0,30.0,SONDAS - FOLEY DOBLE VIA - Nº 16 -2 VIAS,1162.9108,N,C,,2026-02-26 12:34:15,3,1
2026,831,1876,5,0,300.0,"GUANTES USO MEDICINAL - GUANTES  7 Y 7 1/2 , MEDISPO",563.2703,N,C,,2026-02-26 12:34:15,146,1
2026,831,1876,6,0,1500.0,JERINGAS - JERINGA  X 10 C.C.,126.8101,N,C,,2026-02-26 12:34:15,3,1
2026,831,1876,7,0,100.0,CAMISOLIN DE CIRUGIA - CAMISOLIN DE CIRUGIA 40 GR CON PUÑO,2161.9586,N,C,,2026-02-26 12:34:15,0,1
2026,831,1876,8,0,50.0,GASA - GASA COSDA X 5 U,5843.5,N,C,,2026-02-26 12:34:15,0,1
2026,831,1876,9,0,24.0,SOBRES POLIGLACTINA 910 O ACIDO POLIGLICOLICO - ACID 1,3814.4331,N,C,,2026-02-26 12:34:15,3,1
2026,831,1876,10,0,24.0,SOBRES POLIGLACTINA 910 O ACIDO POLIGLICOLICO - POLYGLICOLIC ACID 1,3814.4105,N,C,,2026-02-26 12:34:15,0,1
2026,831,1876,11,0,24.0,SOBRES POLIPROPILENO MONOFILAMENTO - POLIGLICOLC 2 PGA,6468.599,N,C,,2026-02-26 12:34:15,3,1
2026,831,1876,12,0,24.0,SOBRES NYLON MONOFILAMENTO - CALIBRE 2/0,1886.621,N,C,,2026-02-26 12:34:15,3,1
2026,831,1876,13,0,50.0,INSUMOS PARA EL HOSPITAL - PLCA PARA ELECTORBISTURI ADULTO,5175.5101,N,C,,2026-02-26 12:34:15,0,1
2026,831,1876,14,0,20.0,GASA - TEJIDA  10 X 10Cm X 50 POUCH,25097.325,N,C,,2026-02-26 12:34:15,3,1
2026,833,1063,1,0,1.0,TELEFONO CON CABLE - TELEFONO CON CABLE  SL2100 12 TX PARA CENTRAL TELEFONICA Y DERIVAR LLAMADAS A LOS 48 INTERNOS DEL HOSPITAL Y HOGAR DE ANCIANOS,319000.0,N,C,,2026-02-27 07:24:10,0,1
2026,834,1267,1,0,1.0,"REPARACION DE CAMION - CAMIONETA - REPARACION DE CAMION - CAMIONETA (GENERICO)SOLDAR PUNTO DE FILO, REPARACIM DE MANGUERA Y TERMONAL",213198.0,N,C,,2026-02-27 07:29:24,0,1
2026,834,1267,2,0,3.0,ANILLO ORING 1081-01070 - ANILLO ORING 1081-01070 (Genérico),1100.0,N,C,,2026-02-27 07:29:24,0,1
2026,834,1267,3,0,1.0,MANGUERA HIDRAULICA - MANGUERA HIDRAULICA (Genérico),37133.0,N,C,,2026-02-27 07:29:24,0,1
2026,834,1267,4,0,2.0,TERMINAL - TERMINAL (Genérico),19370.0,N,C,,2026-02-27 07:29:24,0,1
2026,844,2869,1,0,1.0,CARNE - CARNE (GENERICO),800000.0,N,C,,2026-02-27 11:20:59,0,1
2026,845,3198,1,0,14.0,TROFEO - TERMINACION BAÑO DE PLATA CINCELADA - BOCA ANCHA - BASE MARMOL - MANIJAS CON - ALTO 50CM - TIPO COPA.Trofeo Open,70183.63,N,C,,2026-02-27 11:46:45,3,1
2026,845,3198,2,0,14.0,TROFEO - TERMINACION BAÑO DE PLATA CINCELADA - BOCA ANCHA - BASE MARMOL - MANIJAS CON - ALTO 40CM - TIPO COPA.,49135.68,N,C,,2026-02-27 11:46:45,3,1
2026,845,3198,3,0,14.0,TROFEO - TROFEO (GENERICO)Trofeo Opren.,40228.87,N,C,,2026-02-27 11:46:45,0,1
2026,846,71,1,0,10.0,PAPEL DE LIJA - TIPO PARA MADERA - Nº GRUESA - PRESENTACION POR UNIDAD.,800.0,N,C,,2026-02-27 12:42:21,151,1
2026,846,71,2,0,2.0,AGUARRAS MINERAL - AGUARRAS MINERAL (GENERICO),4500.0,N,C,,2026-02-27 12:42:21,151,1
2026,846,71,3,0,3.0,PINCEL - PINCEL (GENERICO) br 7769,8000.0,N,C,,2026-02-27 12:42:21,151,1
2026,847,3287,1,0,1.0,SERVICIO DE IMPRESION - SERVICIO DE IMPRESION (GENERICO),600000.0,N,C,,2026-02-27 13:02:47,0,1
2026,889,1119,1,0,1.0,"SERV. RESIDUOS PATOLOGICOS - SERVICIO DE RECOLECCION DE CONTENEDORES 200 LTS, TRATAMIENTO Y DISPOSICION FINAL DE RESIDUOS PATOGENICOS DEL 01/01/2026 AL 30/06/2026",43000.0,N,C,,2026-03-06 09:51:50,0,1
2026,890,3430,1,0,14.0,CARTUCHO TONER - CF 219 ACOMP,7807.404,N,C,,2026-03-06 10:23:55,3,1
2026,890,3430,2,0,5.0,CARTUCHO TONER - MLTD111SCOMPV2,6266.469,N,C,,2026-03-06 10:23:55,3,1
2026,890,3430,3,0,10.0,CARTUCHO TONER - TN1060COMP,3253.085,N,C,,2026-03-06 10:23:55,3,1
2026,890,3430,4,0,4.0,"CARTUCHO TONER - W1360ACOMP
",11967.9285,N,C,,2026-03-06 10:23:55,3,1
2026,890,3430,5,0,40.0,CARTUCHO DE TINTA - INKDYEYEPL,873.1965,N,C,,2026-03-06 10:23:55,3,1
2026,1038,17,1,0,1.0,"CAJA DE ENGRANAJE P/MOTOGUADAÑA - CAJA DE ENGRANAJE P/MOTOGUADAÑA (Genérico)CILINDRO,PISTON,EMBRAGUE,CARBURACION,",429000.0,N,C,,2026-03-13 12:39:21,0,1
2026,1038,17,2,0,2.0,RETEN P/AUTOMOTOR Y MAQ.VIAL - DESTINO CIGUEÑAL - MODELO RASTROJERO.,6000.0,N,C,,2026-03-13 12:39:21,3,1
2026,1038,17,3,0,2.0,TACO DE GOMA - DESTINO PATA DE MOTOR - MODELO 306.,7500.0,N,C,,2026-03-13 12:39:21,3,1
2026,1038,17,4,0,5.0,ACEITE P/MOTOR 2 TIEMPOS - ACEITE P/MOTOR 2 TIEMPOS (GENERICO),18000.0,N,C,,2026-03-13 12:39:21,0,1
2026,1038,17,5,0,1.0,CADENA P/MOTOSIERRA - CADENA P/MOTOSIERRA (Genérico),91000.0,N,C,,2026-03-13 12:39:21,0,1
2026,1038,17,6,0,1.0,PIÑON DE TRANSMISION - PIÑON DE TRANSMISION (Genérico),93000.0,N,C,,2026-03-13 12:39:21,0,1
2026,1038,17,7,0,1.0,ROLLO DE TANZA - ROLLO DE TANZA (Genérico),45000.0,N,C,,2026-03-13 12:39:21,0,1
2026,1040,17,1,0,5.0,ACEITE P/MOTOR 2 TIEMPOS - ACEITE P/MOTOR 2 TIEMPOS (GENERICO),18000.0,N,C,,2026-03-13 12:43:14,0,1
2026,1040,17,2,0,4.0,"LIMA - TIPO PLANA - USO MECANICO - ACABADO FINO - LARGO 4"".",7000.0,N,C,,2026-03-13 12:43:14,3,1
2026,1040,17,3,0,3.0,CABEZALES HUSQVARNA - CABEZALES HUSQVARNA  (Genérico),16000.0,N,C,,2026-03-13 12:43:14,0,1
2026,1040,17,4,0,1.0,"REPARACION DE MOTOGUADAÑA-MOTOSIERRA - REPARACION DE MOTOGUADAÑA-MOTOSIERRA (Genérico)EMBRAGUE,CAMPANA,JUNTA, BRIDA,BULIN RETEN,JUNTA Y MOTOR",377500.0,N,C,,2026-03-13 12:43:14,0,1
2026,1043,1879,1,0,2.0,RETEN P/AUTOMOTOR Y MAQ.VIAL - RETEN P/AUTOMOTOR Y MAQ.VIAL,9500.0,N,C,,2026-03-13 12:51:21,0,1
2026,1043,1879,2,0,1.0,RODAMIENTO - RODAMIENTO (ruedas delanteras),50900.0,N,C,,2026-03-13 12:51:21,0,1
2026,1043,1879,3,0,1.0,PASTILLA DE FRENO - PASTILLA DE FRENO,46000.0,N,C,,2026-03-13 12:51:21,0,1
2026,1043,1879,4,0,1.0,ROTULA - ROTULA,98000.0,N,C,,2026-03-13 12:51:21,0,1
2026,1043,1879,5,0,1.0,HOMOSINETICA - HOMOSINETICA,72600.0,N,C,,2026-03-13 12:51:21,0,1
2026,1043,1879,6,0,2.0,BUJE P/AUTOMOTOR - BUJE P/AUTOMOTOR (GENERICO),31000.0,N,C,,2026-03-13 12:51:21,0,1
2026,1046,2261,1,0,17.0,MATAFUEGO DESCARTABLE - MATAFUEGOS POLVO QUIMICO ABC 5KG,105000.0,N,C,,2026-03-13 12:57:46,0,1
2026,1048,167,1,0,1.0,POLLO - 20K PATA Y MUSLO,170000.0,N,C,,2026-03-16 07:25:42,0,1
2026,1048,167,2,0,1.0,POLLO - 16.600K PECHUGA,273900.0,N,C,,2026-03-16 07:25:42,1,1
2026,1048,167,3,0,1.0,POLLO - 6K HAMBURGUESAS,93000.0,N,C,,2026-03-16 07:25:42,0,1
2026,1053,167,1,0,1.0,POLLO - 26.800KG PECHUGA,442200.0,N,C,,2026-03-16 07:37:19,1,1
2026,1053,167,2,0,1.0,POLLO - 62.130KG PATA Y MUSLO,528105.0,N,C,,2026-03-16 07:37:19,0,1
2026,1056,2595,1,0,1.0,CORREA - CORREA 4PK 975,10850.0,N,C,,2026-03-16 07:53:50,3,1
2026,1056,2595,2,0,1.0,BORNES DE PASO Y SECCIONABLES - BORNE CHICO POSITIVO,4000.0,N,C,,2026-03-16 07:53:50,0,1
2026,1056,2595,3,0,1.0,CAJA DE FUSIBLES P/AUTOMOTOR - 2 FUSIBLES MAX SOAM,2500.0,N,C,,2026-03-16 07:53:50,0,1
