EJERCICIO,UNI_COMPRA,NRO_OC,NRO_ADJUD,FECH_OC,LUG_EMI,COD_PROV,COD_LUG_ENT,FECH_ENTREGA,ESTADO_OC,TIPO_DOC_APROB,NRO_DOC_APROB,ANIO_DOC_APROB,CONFIRMADO,FECH_CONFIRM,CANT_IMPRES,FECH_ANUL,MOTIVO_ANUL,OBSERVACIONES,IMPORTE_TOT,COND_PAGO,DESC_COND_PAGO,OC_DIFERIDO
2025,1,3662,3660,2025-07-07 00:00:00,GMADA,1259,1,,R,SUM,3621,2025,S,2025-07-07 00:00:00,1,,,Presupuesto 28595 Suc. Dannunzio Oficiana  Centro Cívico.,100282.0,000115,,N
2025,1,3667,3665,2025-07-07 00:00:00,GMADA,2544,5,,R,SUM,3608,2025,S,2025-07-07 00:00:00,1,,,DANIEL CARAM     PULPERIA CRUZ DEL SUR    ENCUENTRO DE PAYADORES   11/07  EXPTE 1811/25,230000.0,000115,,N
2025,1,3668,3666,2025-07-07 00:00:00,GMADA,850,2,,R,SUM,3579,2025,S,2025-07-07 00:00:00,3,,,UNO ELECTROMEDICINA - PRESUPUESTO N°3-13018 (LABORATORIO HOSPITAL),652199.56,000115,,N
2025,1,3670,3668,2025-07-07 00:00:00,GMADA,3075,2,,R,SUM,3580,2025,S,2025-07-07 00:00:00,1,,,MC MARTIN CORREA - PRESUPUESTO N° 1-44 (HOGAR ANCIANOS HOSPITAL),65853.65,000115,,N
2025,1,3671,3669,2025-07-07 00:00:00,GMADA,2869,2,,R,SUM,3581,2025,S,2025-07-07 00:00:00,1,,,MADA POY - PRESUPUESTO N° 1-845 (COCINA HOSPITAL),869260.0,000115,,N
2025,1,3673,3671,2025-07-07 00:00:00,GMADA,688,2,,R,SUM,3582,2025,S,2025-07-07 00:00:00,1,,,BATERIAS LA PRIMERA - PRESUPUESTO N° 6695 Y 6725 (AMBULANCIA N°7 DOMINIO AA775QW Y N°10),543000.0,000115,,N
2025,1,3676,3674,2025-07-07 00:00:00,GMADA,3322,2,,R,SUM,3583,2025,S,2025-07-07 00:00:00,2,,,PINAMAR HIGIENE INSTITUCIONAL - PRESUPUESTO N° 16-1850 (LAVADERO HOSPITAL),27178.37,000115,,N
2025,1,3678,3676,2025-07-07 00:00:00,GMADA,300,29,,R,SUM,3584,2025,S,2025-07-07 00:00:00,1,,,"Silvia Beatriz Maistegui "" Todo Color"", presupuesto 00005221",57500.0,000115,,N
2025,1,4319,4317,2025-08-14 00:00:00,GMADA,2209,12,,R,SUM,4249,2025,S,2025-08-14 00:00:00,1,,, Distribuidora del Sudeste.Durante Javier,500000.0,000010,,N
2025,1,4493,4491,2025-09-01 00:00:00,GMADA,1626,3,,R,SUM,4383,2025,S,2025-09-01 00:00:00,1,,,PROV.VOLTIOS PRESP.200825 REPARACION DE BOMBA CENTRIFUGA DE 1.5 HP,349500.0,000115,,N
2025,1,4494,4492,2025-09-01 00:00:00,GMADA,2883,2,,R,SUM,4386,2025,S,2025-09-01 00:00:00,2,,,INSUMOS GENERALES SRL- PRESUPUESTO N° 25/08/2025,497683.5,000115,,N
2025,1,4495,4493,2025-09-01 00:00:00,GMADA,2843,4,,R,SUM,4363,2025,S,2025-09-01 00:00:00,2,,,"PRESUPUESTO N° 7848548 de ROST, TAMARA de ""Frutería Negrin"" Plan alimentario 205",1975000.0,000115,,N
2025,1,4565,4563,2025-09-08 00:00:00,GMADA,1682,2,,R,SUM,4437,2025,S,2025-09-08 00:00:00,1,,,"PINTURERIAS INDIGO, N° PRES x000400008748, AMBULANCIA-CHOFERES",23317.14,000115,,N
2025,1,4568,4566,2025-09-08 00:00:00,GMADA,527,2,,R,SUM,4432,2025,S,2025-09-08 00:00:00,2,,,SERVIMED- PRESUPUESTO N° 8383/25 (AMBULANCIA),67700.0,000115,,N
2025,1,4570,4569,2025-09-08 00:00:00,GMADA,1573,2,,R,SUM,4430,2025,S,2025-09-08 00:00:00,2,,,DROGUERIA ALBERDI- PRESUPUESTO N° 31/07/2025 ( FARMACIA),446377.7,000115,,N
2025,1,4573,4571,2025-09-08 00:00:00,GMADA,2883,2,,R,SUM,4433,2025,S,2025-09-08 00:00:00,2,,,INSUMOS GENERALES 3F- PRESUPUESTO N° 1/09/2025 (FARMACIA),436630.5,000115,,N
2025,1,4758,4756,2025-09-22 00:00:00,GMADA,3262,3,,A,SUM,4608,2025,S,2025-09-22 00:00:00,1,2025-09-25 00:00:00,NO,PROV. FGC FUELS MARKET GAS OIL  PARA MAQUINAS PREDIOS DE DESPOSICION FINAL  RESIDUOS  RUTA 11 KM 405.5,3132000.0,000115,,N
2025,1,4763,4759,2025-09-22 00:00:00,GMADA,300,35,,R,SUM,4648,2025,S,2025-09-22 00:00:00,3,,,Exp.:1811/21 PREIMBA - PROYECTO PARQUE DE LA ESTACIÓN - Prov.:Todo Color - Presup.:5538,26568.0,000115,,N
2025,1,4765,4763,2025-09-22 00:00:00,GMADA,879,35,,R,SUM,4645,2025,S,2025-09-22 00:00:00,4,,,Exp.:1811/21 PREIMBA- PROYECTO PARQUE DE LA ESTACIÓN - Prov.:Casa Harisgarat - Presup.:01216,22400.0,000115,,N
2025,1,4989,4987,2025-10-09 00:00:00,GMADA,1514,6,,R,SUM,4876,2025,S,2025-10-09 00:00:00,3,,,"PRESUPUESTO 0000, CASA ELICEIRY, DIA 9/10",4287000.0,000115,,N
2025,1,4990,4988,2025-10-09 00:00:00,GMADA,300,JARDM,,R,SUM,4848,2025,S,2025-10-09 00:00:00,2,,,"PRESUPUESTO N° 00005539 de Silvia Beatriz Maistegui de ""PINTURERIA - FERRETERIA TODO COLOR"" Para hacer estanterías, percheros, arreglos varios en las salitas",105939.9,000115,,N
2025,1,4991,4989,2025-10-09 00:00:00,GMADA,300,CASA,,R,SUM,4846,2025,S,2025-10-09 00:00:00,2,,,"Expte N° 159/25 Proyecto sde Talleres Programa Envión PRESUPUESTO N° 00005522 de Silvia Beatriz Maistegui de""PINTURERIA - FERRETERIA TODO COLOR"" Taller de carpintería - dibujo - Proyecto decisión niñez",87558.0,000115,,N
2025,1,4992,4990,2025-10-09 00:00:00,GMADA,300,4,,R,SUM,4843,2025,S,2025-10-09 00:00:00,2,,,"PRESUPUESTO N° 00005503 de Silbia Beatriz Maistegui de ""PINTURERIA - FERRETERIA TODO COLOR"" Familias: Luján MIlagros - Jaime Jesica - Juanto María Antonia - Figueroa, María Giuliana -",88872.0,000115,,N
2025,1,4993,4991,2025-10-09 00:00:00,GMADA,71,37,,R,SUM,4907,2025,S,2025-10-09 00:00:00,1,,,"PRESUPUESTO, IRIARTE RAUL",540000.0,000010,,N
2025,1,5001,4999,2025-10-14 00:00:00,GMADA,300,35,,R,SUM,2511,2025,S,2025-10-14 00:00:00,2,,,Exp.:1811/21 PREIMBA- PROYECTO PARQUE DE LA ESTACIÓN - Prov.:Todo Color - Presup.:04638,521623.0,000115,,N
